journal_no,journal_accreditation,journal_url
2168,Jurnal Dakwah Risalah,http://ejournal.uin-suska.ac.id/index.php/risalah
2169,Jurnal Taman Vokasi,http://jurnal.ustjogja.ac.id/index.php/tamanvokasi/issue/archive
2170,AGRIKA: Jurnal Ilmu-Ilmu Pertanian,http://publishing-widyagama.ac.id/ejournal-v2/index.php/agrika
2171,Jurnal Geomine,https://jurnal.teknologiindustriumi.ac.id/index.php/JG
2172,Edutech : Jurnal Teknologi Pendidikan,http://ejournal.upi.edu/index.php/edutech
2173,Mekanika: Majalah Ilmiah Mekanika,https://jurnal.uns.ac.id/mekanika
2174,JURNAL SELAT,http://ojs.umrah.ac.id/index.php/selat
2175,Pedagogy : Journal of English Language Teaching,https://e-journal.metrouniv.ac.id/index.php/pedagogy
2176,Indonesian Journal of Educational Studies,https://ojs.unm.ac.id/Insani/index
2177,Sawala Jurnal Administrasi Negara,http://e-jurnal.lppmunsera.org/index.php/Sawala
2178,"Lokabasa : Jurnal Kajian Bahasa, Sastra, dan Budaya Daerah serta Pengajarannya",https://ejournal.upi.edu/index.php/lokabasa/index
2179,Ahmad Dahlan Journal of English Studies,http://journal.uad.ac.id/index.php/ADJES/index
2180,Insignia: Journal of International Relations,http://jos.unsoed.ac.id/index.php/insignia
2181,Spatial : Wahana Komunikasi dan Informasi Geografi,http://journal.unj.ac.id/unj/index.php/spatial/index
2182,Jurisprudentie : Jurusan Ilmu Hukum Fakultas Syariah dan Hukum,http://journal.uin-alauddin.ac.id/index.php/Jurisprudentie
2183,Tourism Scientific Journal,http://www.jurnal.stiepar.ac.id/index.php/tsj/index
2184,Jurnal Geocelebes,http://journal.unhas.ac.id/index.php/geocelebes
2185,ALKIMIA : Jurnal Ilmu Kimia dan Terapan,http://jurnal.radenfatah.ac.id/index.php/alkimia
2186,"Ilmu Budaya: Jurnal Bahasa, Sastra, Seni dan Budaya",http://e-journals.unmul.ac.id/index.php/jbssb
2187,Jurnal Gentala Pendidikan Dasar,https://online-journal.unja.ac.id/index.php/gentala
2188,International Journal of Language Teaching and Education,https://online-journal.unja.ac.id/index.php/IJoLTE/index
2189,Jurnal Aplikasi IPTEK Indonesia,http://bk.ppj.unp.ac.id/index.php/aiptekin/index
2190,STRING (Satuan Tulisan Riset dan Inovasi Teknologi),http://journal.lppmunindra.ac.id/index.php/STRING
2191,MODERAT: Jurnal Ilmiah Ilmu Pemerintahan,https://jurnal.unigal.ac.id/index.php/moderat
2192,SALAM: Jurnal Sosial dan Budaya Syar-i,http://journal.uinjkt.ac.id/index.php/salam/index
2193,Jurnal Ilmu Ekonomi & Sosial,http://ejournal.unmus.ac.id/index.php/ekosos/index
2194,Jurnal PkM Pengabdian kepada Masyarakat,https://journal.lppmunindra.ac.id/index.php/pkm
2195,Smatika Jurnal : STIKI Informatika Jurnal,http://jurnal.stiki.ac.id/index.php/SMATIKA
2196,GERAM (GERAKAN AKTIF MENULIS),http://journal.uir.ac.id/index.php/geram
2197,Jurnal Airaha,http://jurnalairaha.org/index.php/airaha
2198,Diakronika,http://diakronika.ppj.unp.ac.id/index.php/diakronika
2199,Halu Oleo Law Review,http://ojs.uho.ac.id/index.php/holrev
2200,Jurnal Analis Kesehatan,http://ejurnal.poltekkes-tjk.ac.id/index.php/JANALISKES/index
2201,JIPES (Journal of Indonesian Physical Education and Sport),http://pps.unj.ac.id/journal/jipes
2202,Loquen: English Studies Journal,http://jurnal.uinbanten.ac.id/index.php/loquen/index
2203,Komunikasi : Jurnal Komunikasi,http://ejournal.bsi.ac.id/ejurnal/index.php/jkom
2204,ULIN : Jurnal Hutan Tropis,http://e-journals.unmul.ac.id/index.php/UJHT
2205,I-Finance : a Research Journal on Islamic Finance,http://jurnal.radenfatah.ac.id/index.php/I-Finance
2206,Harmoni Sosial: Jurnal Pendidikan IPS,http://journal.uny.ac.id/index.php/hsjpi
2207,Jurnal Jurisprudence,http://journals.ums.ac.id/index.php/jurisprudence/index
2208,Jurnal Ilmiah Mandala Education,http://ejournal.mandalanursa.org/index.php/JIME/index
2209,JURNAL BIMBINGAN DAN KONSELING AR-RAHMAN,https://ojs.uniska-bjm.ac.id/index.php/BKA
2210,Jurnal Mathematic Paedagogic,http://jurnal.una.ac.id/index.php/jmp
2211,Jurnal Teknik Mesin Institut Teknologi Indonesia,https://www.jtmiti.org/index.php/JTM
2212,"Isoquant : Jurnal Ekonomi, Manajemen dan Akuntansi",http://studentjournal.umpo.ac.id/index.php/isoquant
2213,Jurnal Lahan Suboptimal : Journal of Suboptimal Lands,http://jlsuboptimal.unsri.ac.id/index.php/jlso
2214,Journal Akuntansi Indonesia,http://jurnal.unissula.ac.id/index.php/jai
2215,I-ECONOMICS: A Research Journal on Islamic Economics,http://jurnal.radenfatah.ac.id/index.php/ieconomics
2216,Acta Comitas : Jurnal Hukum Kenotariatan,https://ojs.unud.ac.id/index.php/ActaComitas
2217,Legality : Jurnal Ilmiah Hukum,http://ejournal.umm.ac.id/index.php/legality
2218,Jurnal Manajemen,http://ejournal.atmajaya.ac.id/index.php/JM
2219,"Jurnal Komunika: Jurnal Komunikasi, Media dan Informatika",https://jurnal.kominfo.go.id/index.php/komunika
2220,Jurnal Aisyah : Jurnal Ilmu Kesehatan,http://ejournal.stikesaisyah.ac.id/index.php/jika/index
2221,Jurnal Ilmiah Soulmath : Jurnal Edukasi Pendidikan Matematika,https://ejournal.unitomo.ac.id/index.php/mipa
2222,Jurnal IPTEKS Pemanfaatan Sumberdaya Perikanan,http://journal.unhas.ac.id/index.php/iptekspsp
2223,Al-Munzir,http://ejournal.iainkendari.ac.id/index.php/al-munzir
2224,JKG (Jurnal Komunikasi Global),http://jurnal.unsyiah.ac.id/JKG/index
2225,Jurnal Ilmu Manajemen (JIM),https://jurnalmahasiswa.unesa.ac.id/index.php/jim
2226,Jurnal Penelitian Sains,http://ejurnal.mipa.unsri.ac.id/index.php/jps
2227,Jurnal Mangifera Edu,https://jurnal.biounwir.ac.id/index.php/mangiferaedu
2228,"PENDIPA: Jurnal Pendidikan Sains, Universitas Bengkulu",https://ejournal.unib.ac.id/index.php/pendipa
2229,Jurnal Ilmiah Keperawatan Sai Betik,http://ejurnal.poltekkes-tjk.ac.id/index.php/JKEP
2230,"AdMathEdu : Jurnal Ilmiah Pendidikan Matematika, Ilmu Matematika dan Matematika Terapan",http://journal.uad.ac.id/index.php/AdMathEdu/index
2231,Bioeksperimen: Jurnal Penelitian Biologi,http://journals.ums.ac.id/index.php/bioeksperimen/index
2232,"Jurnal Ilmiah Ar-Risalah : Media Ke-Islaman, Pendidikan, dan Hukum Islam",http://ejournal.iaiibrahimy.ac.id/index.php/arrisalah
2233,MPI (Media Pharmaceutica Indonesiana),http://journal.ubaya.ac.id/index.php/MPI
2234,JIPI (JURNAL ILMU PERPUSTAKAAN DAN INFORMASI),http://jurnal.uinsu.ac.id/index.php/jipi
2235,Wiyata Dharma: Jurnal Penelitian dan Evaluasi Pendidikan,http://jurnal.ustjogja.ac.id/index.php/wd
2236,Jurnal Keperawatan Terapan (e-Journal),http://ojs.poltekkes-malang.ac.id/index.php/JKT
2237,Journal of Midwifery,http://jom.fk.unand.ac.id/index.php/jom
2238,Jurnal Varian,https://journal.universitasbumigora.ac.id/index.php/Varian
2239,Jurnal Muara : Ilmu Ekonomi dan Bisnis,https://journal.untar.ac.id/index.php/jmieb
2240,Jurnal Pendidikan Biologi undiksha,https://ejournal.undiksha.ac.id/index.php/JJPB
2241,E-DIMAS: Jurnal Pengabdian kepada Masyarakat,http://journal.upgris.ac.id/index.php/e-dimas/
2242,Hasanuddin Economics and Business Review,http://pasca.unhas.ac.id/ojs/index.php/hebr
2243,Elite : English and Literature Journal,http://journal.uin-alauddin.ac.id/index.php/elite
2244,Jurnal Golden Age,http://e-journal.hamzanwadi.ac.id/index.php/jga
2245,Media Keperawatan Indonesia,https://jurnal.unimus.ac.id/index.php/mki
