journal_no,journal_accreditation,journal_url
4322,Inter Komunika: Jurnal Komunikasi,https://journal.interstudi.edu/index.php/InterKomunika
4323,Jurnal Teknologi Pembelajaran Indonesia,http://oldpasca.undiksha.ac.id/e-journal/index.php/jurnal_tp
4324,IKRA-ITH Teknologi Jurnal Sains dan Teknologi,http://journals.upi-yai.ac.id/index.php/ikraith-teknologi
4325,El-Ibtikar : Jurnal Pendidikan Bahasa Arab,http://www.syekhnurjati.ac.id/jurnal/index.php/elibtikar
4326,Jurnal Pendidikan Multikultural Indonesia,https://ejournal.undiksha.ac.id/index.php/JPMu
4327,ADLIYA : Jurnal Hukum dan Kemanusiaan,https://journal.uinsgd.ac.id/index.php/adliya
4328,Elkom: Jurnal Elektronika dan Komputer,http://jurnal.stekom.ac.id/index.php/elkom
4329,JAUR (Journal of Architecture and Urbanism Research),http://ojs.uma.ac.id/index.php/jaur
4330,Jurnal Ulunnuha,https://ejournal.uinib.ac.id/jurnal/index.php/ulunnuha
4331,Dharma Duta : Jurnal Penerangan Agama Hindu,https://ejournal.iahntp.ac.id/index.php/Dharma-duta
4332,Scaffolding,http://journal.unnes.ac.id/sju/index.php/scaffolding
4333,Jump - Health : Journal of Ultimate Public Health,https://jump-health.uhamka.ac.id/
4334,YUSTISIA MERDEKA,http://www.unmermadiun.ac.id/ejurnal/index.php/yustisia/index
4335,Lex Librum : Jurnal Ilmu Hukum,http://lexlibrum.id/index.php/lexlibrum
4336,Jurnal Kedokteran Diponegoro,https://ejournal3.undip.ac.id/index.php/medico
4337,Jurnal Hukum Positum,http://journal.unsika.ac.id/index.php/positum
4338,JME (Journal of Mathematics Education),http://usnsj.com/index.php/JME
4339,Jurnal Pendidikan Teknik Elektro Undiksha,https://ejournal.undiksha.ac.id/index.php/JJPTE
4340,Wiralodra English Journal (WEJ),http://wej.unwir.ac.id/index.php/wej
4341,MIKIA: Mimbar Ilmiah Kesehatan Ibu dan Anak (Maternal and Neonatal Health Journal),http://www.mikiajournal.com/index.php/MIKIA/index
4342,Jurnal Karya Abdi Masyarakat,https://online-journal.unja.ac.id/JKAM
4343,IKRA-ITH Humaniora : Jurnal Sosial dan Humaniora,http://journals.upi-yai.ac.id/index.php/ikraith-humaniora
4344,Elektrika,http://journals.usm.ac.id/index.php/elektrika
4345,El-Idare: Jurnal Manajemen Pendidikan Islam,http://jurnal.radenfatah.ac.id/index.php/El-idare
4346,Jurnal Pembangunan Ekonomi dan Keuangan Daerah,https://ejournal.unsrat.ac.id/index.php/jpekd
4347,Bionature,https://ojs.unm.ac.id/bionature
4348,Lex Librum : Jurnal Ilmu Hukum,http://lexlibrum.id/index.php/lexlibrum
4349,'A Jamiy : Jurnal Bahasa dan Sastra Arab,http://journal.umgo.ac.id/index.php/AJamiy
4350,Jurnal Kesehatan Terpadu,http://jurnal.poltekkes-maluku.ac.id/ojs/index.php/jkt
4351,El-Faqih : Jurnal Pemikiran dan Hukum Islam,http://ejournal.kopertais4.or.id/mataraman/index.php/
4352,"Jurnal SWABUMI (Suara Wawasan Sukabumi) : Ilmu Komputer, Manajemen, dan Sosial",http://ejournal.bsi.ac.id/ejurnal/index.php/swabumi/
4353,Indonesian Journal of Educational Research and Review,https://ejournal.undiksha.ac.id/index.php/IJERR
4354,Jurnal Pendidikan Bahasa,http://ojs.uho.ac.id/index.php/JPB/
4355,El-Ibtikar : Jurnal Pendidikan Bahasa Arab,http://www.syekhnurjati.ac.id/jurnal/index.php/elibtikar
4356,Jurnal Pendidikan Multikultural Indonesia,https://ejournal.undiksha.ac.id/index.php/JPMu
4357,ADLIYA : Jurnal Hukum dan Kemanusiaan,https://journal.uinsgd.ac.id/index.php/adliya
4358,Majalah Sainstekes,http://academicjournal.yarsi.ac.id/index.php/sainstekes/index
4359,"EBBANK: Jurnal Ilmiah Bidang Ekonomi, Bisnis dan Perbankan",http://www.ebbank.stiebbank.ac.id/index.php/EBBANK
4360,Jurnal Hexagro,https://www.e-journal.unper.ac.id/index.php/hexagro
4361,Widya Aksara,http://ejournal.sthd-jateng.ac.id/index.php/WidyaAksara
4362,Jurnal Pembangunan Nagari,https://ejournal.sumbarprov.go.id/index.php/jpn
4363,Jurnal Abdimas Musi Charitas,http://ojs.ukmc.ac.id/index.php/JPM/index
4364,Jurnal Inovasi Pendidikan,http://sij-inovpend.ejournal.unsri.ac.id/index.php/sij-inovpend/index
4365,Makna,http://ejournal-unisma.net/ojs/index.php/makna
4366,Jurnal Metris,http://ojs.atmajaya.ac.id/index.php/metris/index
4367,JRK (Jurnal Riset Komunikasi),http://jurnal.untirta.ac.id/index.php/JRKom
4368,Bilancia : Jurnal Ilmiah Akuntansi,http://ejournal.pelitaindonesia.ac.id/index.php/bilancia
4369,FINANSIA: Jurnal Akuntansi dan Perbankan Syariah,http://e-journal.metrouniv.ac.id/index.php/FINANSIA
4370,Jurnal Aplikasi Bisnis,http://journal.uii.ac.id/index.php/JABIS
4371,Jurnal Ilmiah Ar-Razi,http://openjurnal.unmuhpnk.ac.id/index.php/ar-r
4372,ROTOR: Jurnal Ilmiah Teknik Mesin,http://jurnal.unej.ac.id/index.php/RTR
4373,INAQUE: Journal of Industrial & Quality Engineering,https://ojs.unikom.ac.id/index.php/inaque
4374,Jurnal RISA (Riset Arsitektur),http://journal.unpar.ac.id/index.php/risa/index
4375,Lex Librum : Jurnal Ilmu Hukum,http://lexlibrum.id/index.php/lexlibrum
4376,JMiE (Journal of Management in Education),http://jmie.iainjambi.ac.id/index.php?journal=jmie
4377,Jurnal Mina Sains,http://ojs.unida.ac.id/index.php/jmss
4378,Jurnal Penelitian dan Pengembangan Pendidikan Anak Usia Dini,http://jurnal.untirta.ac.id/index.php/jpppaud
4379,Jump - Health : Journal of Ultimate Public Health,https://jump-health.uhamka.ac.id/
4380,Jurnal Teknik Mesin,http://ejournal2.pnp.ac.id/index.php/jtm
4381,Communication,https://journal.budiluhur.ac.id/index.php/comm
4382,Maqasid : Jurnal Studi Hukum Islam,http://journal.um-surabaya.ac.id/index.php/Maqasid/
4383,Jurnal Ilmu dan Teknologi Kesehatan,http://stikeswh.ac.id:8082/journal/index.php/jitk
4384,Daun: Jurnal Ilmiah Pertanian dan Kehutanan,http://journal.umpalangkaraya.ac.id/index.php/daun
4385,Invensi: Jurnal Penciptaan dan Pengkajian Seni,http://journal.isi.ac.id/index.php/invensi
4386,Jurnal ISIP : Jurnal Ilmu Sosial dan Ilmu Politik,https://iisip.ac.id/index.php/jurnalisip
4387,Ibtida'iy : Jurnal Prodi PGMI,http://journal.ummat.ac.id/index.php/ibtidaiy
4388,Patria Artha Journal of Nursing Science,http://ejournal.patria-artha.ac.id/index.php/jns/index
4389,Civilla : Jurnal Teknik Sipil Universitas Islam Lamongan,http://jurnalteknik.unisla.ac.id/index.php/CVL
4390,Pedagogik: Jurnal Pendidikan,http://journal.umpalangkaraya.ac.id/index.php/pedagogik
4391,Jurnal Proaksi,https://e-journal.umc.ac.id/index.php/JPK
4392,Yaa Bunayya : Jurnal Pendidikan Anak Usia Dini,https://jurnal.umj.ac.id/index.php/YaaBunayya
4393,Education and Human Development Journal,https://journal2.unusa.ac.id/index.php/EHDJ
4394,Jurnal Abdimas Musi Charitas,http://ojs.ukmc.ac.id/index.php/JPM/index
4395,Riset Manajemen dan Akuntansi,https://ejurnal.stie-atmabhakti.ac.id/
4396,Jurnal Inovasi Pendidikan,http://sij-inovpend.ejournal.unsri.ac.id/index.php/sij-inovpend/index
4397,Jurnal Metris,http://ojs.atmajaya.ac.id/index.php/metris/index
4398,Mumtaz : Jurnal Studi Al-Quran dan Keislaman,http://jurnalptiq.com/index.php/mumtaz/index
4399,Jurnal Tekno,http://journal.binadarma.ac.id/index.php/jurnaltekno
4400,Jurnal Media Hukum dan Peradilan,https://ejournal-pps.unsuri.id/index.php/jmhp/index
4401,Vokasi: Jurnal Riset Akuntansi,https://ejournal.undiksha.ac.id/index.php/JJAKUN
4402,YUSTISIA MERDEKA,http://www.unmermadiun.ac.id/ejurnal/index.php/yustisia/index
4403,International Journal of Community Service Learning,https://ejournal.undiksha.ac.id/index.php/IJCSL
4404,Journal for Lesson and Learning Studies,https://ejournal.undiksha.ac.id/index.php/JLLS/index
4405,Linguistics and ELT Journal,http://journal.ummat.ac.id/index.php/JELTL
4406,Scaffolding,http://journal.unnes.ac.id/sju/index.php/scaffolding
4407,"Ekombis Sains: Jurnal Ekonomi, Keuangan, dan Bisnis",http://www.jurnal.saburai.ac.id/index.php/manajemen
4408,jurnal informatika upgris,http://journal.upgris.ac.id/index.php/JIU
4409,Jurnal Kedokteran Diponegoro,https://ejournal3.undip.ac.id/index.php/medico
4410,JME (Journal of Mathematics Education),http://usnsj.com/index.php/JME
4411,Resona Jurnal Ilmiah Pengabdian Masyarakat,http://journal.stiem.ac.id/index.php/resona
4412,Ibtida'iy : Jurnal Prodi PGMI,http://journal.ummat.ac.id/index.php/ibtidaiy
4413,Journal of Holistic and Health Sciences,http://www.ejournal.stikesholistic.ac.id/jurnal.php
4414,Jurnal Manajemen,http://e-jurnal.lppmunsera.org/index.php/JM
4415,Warta Pengabdian,http://jurnal.unej.ac.id/index.php/WRTP/index
4416,International Journal of Elementary Education,https://ejournal.undiksha.ac.id/index.php/IJEE
4417,IKRA-ITH EKONOMIKA,http://journals.upi-yai.ac.id/index.php/IKRAITH-EKONOMIKA
4418,El-Idare: Jurnal Manajemen Pendidikan Islam,http://jurnal.radenfatah.ac.id/index.php/El-idare
4419,Communicology: Jurnal Ilmu Komunikasi,http://journal.unj.ac.id/unj/index.php/communicology
4420,Civilla : Jurnal Teknik Sipil Universitas Islam Lamongan,http://jurnalteknik.unisla.ac.id/index.php/CVL
4421,JURNAL MAHAJANA INFORMASI,http://e-journal.sari-mutiara.ac.id/index.php/7
4422,Informasi Interaktif : Jurnal Informatika dan Teknologi Informasi,http://e-journal.janabadra.ac.id/index.php/informasiinteraktif
4423,Communication,https://journal.budiluhur.ac.id/index.php/comm
4424,Majalah Ilmiah Gema,http://journal.uniba.ac.id/index.php/GM/index
4425,Maqasid : Jurnal Studi Hukum Islam,http://journal.um-surabaya.ac.id/index.php/Maqasid/
4426,Cakrawala Jurnal Penelitian Sosial,http://ejournal.uksw.edu/cakrawala
4427,JIM UPB (Jurnal Ilmiah Manajemen Universitas Putera Batam),http://ejournal.upbatam.ac.id/index.php/jim
4428,Invensi: Jurnal Penciptaan dan Pengkajian Seni,http://journal.isi.ac.id/index.php/invensi
4429,"Rainbow : Journal of Literature, Linguistics and Culture Studies",http://journal.unnes.ac.id/sju/index.php/rainbow
4430,Jurnal ISIP : Jurnal Ilmu Sosial dan Ilmu Politik,https://iisip.ac.id/index.php/jurnalisip
4431,Jurnal Teknik Mesin,http://ejournal2.pnp.ac.id/index.php/jtm
4432,Vokasi: Jurnal Riset Akuntansi,https://ejournal.undiksha.ac.id/index.php/JJAKUN
4433,Indonesian Journal of Islamic Educational Management,http://ejournal.uin-suska.ac.id/index.php/IJIEM/index
4434,Jurnal Ilmiah Ar-Razi,http://openjurnal.unmuhpnk.ac.id/index.php/ar-r
4435,Journal of English Education,http://www.usnsj.com/
4436,Jurnal RISA (Riset Arsitektur),http://journal.unpar.ac.id/index.php/risa/index
4437,jurnal informatika upgris,http://journal.upgris.ac.id/index.php/JIU
4438,Jurnal Dinamika Pengabdian,http://journal.unhas.ac.id/index.php/jdp
4439,Journal of Indonesian Health Policy and Administration,http://journal.ui.ac.id/ihpa
4440,Media Penelitian Pendidikan,http://journal.upgris.ac.id/index.php/mediapenelitianpendidikan/index
4441,ROTOR: Jurnal Ilmiah Teknik Mesin,http://jurnal.unej.ac.id/index.php/RTR
4442,Jurnal ISIP : Jurnal Ilmu Sosial dan Ilmu Politik,https://iisip.ac.id/index.php/jurnalisip
4443,Ibtida'iy : Jurnal Prodi PGMI,http://journal.ummat.ac.id/index.php/ibtidaiy
4444,Jurnal Mantik Penusa,http://e-jurnal.pelitanusantara.ac.id/index.php/mantik/index
4445,"JURNAL LENTERA : Kajian Keagamaan, Keilmuan dan Teknologi",http://ejournal.staimnglawak.ac.id/index.php/lentera/
4446,Majalah Ilmiah Unikom,https://ojs.unikom.ac.id/index.php/jurnal-unikom/index
4447,"Jurnal Bahtera : Jurnal Pendidikan, Bahasa, Sastra, dan Budaya",http://ejournal.umpwr.ac.id/index.php/bahtera
4448,Kertha Semaya : Journal Ilmu Hukum,https://ojs.unud.ac.id/index.php/kerthasemaya
4449,Edumaspul: Jurnal Pendidikan,https://ummaspul.e-journal.id/maspuljr
4450,Jentera: Jurnal Kajian Sastra,http://ojs.badanbahasa.kemdikbud.go.id/jurnal/index.php/jentera
4451,APOTEMA: Jurnal Program Studi Pendidikan Matematika,http://jurnal.stkippgri-bkl.ac.id/index.php/APM
4452,Jurnal Pengabdi,http://jurnal.untan.ac.id/index.php/JPLP2KM/index
4453,Ad-Deenar: Jurnal Ekonomi dan Bisnis Islam,https://jurnal.staialhidayahbogor.ac.id/index.php/ad/index
4454,JURNAL LENTERA PENDIDIKAN PUSAT PENELITIAN LPPM UM METRO,http://ojs.ummetro.ac.id/index.php/lentera/index
4455,Jurnal Pendidikan Sejarah,http://journal.unj.ac.id/unj/index.php/jps/index
4456,JIDAN (Jurnal Ilmiah Bidan),http://ejurnal.poltekkesmanado.ac.id/index.php/jib
4457,Jurnal Visionida,https://ojs.unida.ac.id/index.php/jvs
4458,Aptekmas : Jurnal Pengabdian Kepada Masyarakat,https://jurnal.polsri.ac.id/index.php/aptekmas
4459,Jurnal Algoritma,http://jurnal.sttgarut.ac.id/index.php/algoritma
4460,Law and Justice,http://journals.ums.ac.id/index.php/laj/index
4461,Jurnal Ilmu Pendidikan (JIP) STKIP Kusuma Negara,https://jurnal.stkipkusumanegara.ac.id/index.php/jip
4462,Jurnal Pendidikan Glasser,http://lonsuit.unismuhluwuk.ac.id/index.php/glasser/index
4463,JAZ: Jurnal Akuntansi Unihaz,https://journals.unihaz.ac.id/index.php/jaz/index
4464,Jurnal Teknik Mesin dan Mekatronika (Journal of Mechanical Engineering and Mechatronics),http://e-journal.president.ac.id/presunivojs/index.php/JMEM
4465,Jurnal Ilmu Keolahragaan Undiksha,https://ejournal.undiksha.ac.id/index.php/JJIK
4466,Diktum: Jurnal Syariah dan Hukum,http://ejurnal.stainparepare.ac.id/index.php/diktum
4467,"JURNAL EMBA: JURNAL RISET EKONOMI, MANAJEMEN, BISNIS DAN AKUNTANSI",https://ejournal.unsrat.ac.id/index.php/emba/index
4468,JESS (Journal of Education on Social Science),http://jess.ppj.unp.ac.id/index.php/JESS
4469,jurnal budaya nusantara,http://jurnal.unipasby.ac.id/index.php/jurnal_budaya_nusantara
4470,Jurnal Bimbingan dan Konseling Indonesia,https://ejournal.undiksha.ac.id/index.php/JJBK
4471,METHOMIKA: Jurnal Manajemen Informatika dan Komputerisasi Akuntansi,http://methomika.net/index.php/jmika
4472,Journal Analytica Islamica,http://jurnal.uinsu.ac.id/index.php/analytica/index
4473,Sosioglobal : Jurnal Pemikiran dan Penelitian Sosiologi,http://jurnal.unpad.ac.id/sosioglobal/issue/view/713
4474,Jurnal Penelitian Pendidikan Sosial Humaniora,http://jurnal-lp2m.umnaw.ac.id/index.php/JP2SH/about
4475,Jurnal Al-Azhar Indonesia Seri Humaniora,http://jurnal.uai.ac.id/index.php/SH
4476,"Sangia, Jurnal Penelitian Arkeologi (Journal Of Archaeology Research)",http://journal.fib.uho.ac.id/index.php/sangia
4477,SOURCE : Jurnal Ilmu Komunikasi,http://jurnal.utu.ac.id/jsource
4478,Administratio : Jurnal Ilmiah Administrasi Publik dan Pembangunan,http://jurnaladministratio.fisip.unila.ac.id/index.php/administratio/index
4479,Academy of Education Journal,https://jurnal.ucy.ac.id/index.php/fkip/issue/archive
4480,Khadimul Ummah: Journal of Social Dedication,https://ejournal.unida.gontor.ac.id/index.php/khadimulummah
4481,The Management Journal of Binaniaga,https://stiebinaniaga.ac.id/e-journal/index.php/Management
4482,Jurnal Kedokteran YARSI,http://academicjournal.yarsi.ac.id/index.php/jurnal-fk-yarsi/index
4483,Bilancia: Jurnal Studi Ilmu Syariah dan Hukum,https://jurnal.iainpalu.ac.id/index.php/blc/index
4484,Amaliah: Jurnal Pengabdian Kepada Masyarakat,http://jurnal-lp2m.umnaw.ac.id/index.php/AJPKM
4485,Jurnal Ecoment Global; Kajian Bisnis dan Manajemen,http://ejournal.uigm.ac.id/index.php/EG
4486,JUITECH: Jurnal Ilmiah Fakultas Teknik Universitas Quality,http://www.portaluniversitasquality.ac.id:5388/ojssystem/index.php/JUITECH
4487,Dinar: Jurnal Prodi Ekonomi Syariah,https://e-jurnal.stail.ac.id/index.php/dinar
4488,Jurnal Ilmiah Kesehatan Ar-Rum Salatiga,http://e-journal.ar-rum.ac.id/index.php/JIKA
4489,Jurnal Inspirasi,http://inspirasi.bpsdm.jabarprov.go.id/index.php/inspirasi
4490,"Al Qodiri: Jurnal Pendidikan, Sosial dan Keagamaan",http://ejournal.kopertais4.or.id/tapalkuda/index.php/qodiri/index
4491,Titian: Jurnal Ilmu Humaniora,https://online-journal.unja.ac.id/index.php/titian
4492,Jurnal Prestasi,https://jurnal.unimed.ac.id/2012/index.php/jpsi
4493,Jurnal Sitakara,http://www.univpgri-palembang.ac.id/e_jurnal/index.php/sitakara/index
4494,Al-Muaddib : Jurnal Ilmu-Ilmu Sosial & Keislaman,http://jurnal.um-tapsel.ac.id/index.php/al-muaddib
4495,Jurnal Teknologi Informasi dan Komputer,http://jurnal.undhirabali.ac.id/index.php/jutik/index
4496,IJER (Indonesian Journal of Educational Research),http://e-journal.iainjambi.ac.id/index.php/ijer
4497,Competitive Jurnal Akuntansi Dan Keuangan,http://jurnal.umt.ac.id/index.php/competitive
4498,Jurnal Wacana Kesehatan,http://jurnal.akperdharmawacana.ac.id/index.php/wacana
4499,Equilibrium: Jurnal Penelitian Pendidikan dan Ekonomi,https://journal.uniku.ac.id/index.php/Equilibrium
4500,JURNAL KEBIDANAN DAN KESEHATAN TRADISIONAL,https://jurnalbidankestrad.com/index.php/jkk
4501,Almana : Jurnal Manajemen dan Bisnis,http://journalfeb.unla.ac.id/index.php/almana
4502,Edupedia,http://studentjournal.umpo.ac.id/index.php/edupedia
4503,Makro (Jurnal Manajemen dan Kewirausahaan),http://fe.unira.ac.id/?cat=15
4504,Health Information : Jurnal Penelitian,http://myjurnal.poltekkes-kdi.ac.id/index.php/HIJP
4505,Al-Hikmah: Jurnal Studi Agama-Agama,http://journal.um-surabaya.ac.id/index.php/Ah
4506,Edutainment : Jurnal Ilmu Pendidikan dan Kependidikan,https://edutainment.stkipmbb.ac.id/index.php/Edutainment/index
4507,"Kalangwan Jurnal Pendidikan Agama, Bahasa dan Sastra",http://ejournal.ihdn.ac.id/index.php/Kalangwan
4508,Journal Publicuho,http://ojs.uho.ac.id/index.php/PUBLICUHO/index
4509,Lingua : Jurnal Pendidikan Bahasa ,https://uia.e-journal.id/Lingua/index
4510,2-TRIK : TUNAS-TUNAS RISET KESEHATAN,http://2trik.jurnalelektronik.com/index.php/2trik
4511,Jurnal Teknologi Informasi,http://ejournal.urindo.ac.id/index.php/TI
4512,Jipis,http://ejournal.unis.ac.id/index.php/JIPIS
4513,Surya Medika: Jurnal Ilmiah Ilmu Keperawatan dan Ilmu Kesehatan Masyarakat,http://journal.stikessuryaglobal.ac.id/index.php/SM
4514,J-Kesmas: Jurnal Fakultas Kesehatan Masyarakat (The Indonesian Journal of Public Health),http://jurnal.utu.ac.id/jkesmas
4515,Jurnal Ilmiah Kesehatan Sandi Husada,https://akper-sandikarsa.e-journal.id/JIKSH
4516,Jurnal Administrasi dan Manajemen,http://ejournal.urindo.ac.id/index.php/administrasimanajemen
4517,Jurnal Ilmiah Respati,http://ejournal.urindo.ac.id/index.php/pertanian/index
4518,Jurnal Wahana Kajian Pendidikan IPS,http://ojs.uho.ac.id/index.php/JWKP-IPS
4519,Jurnal Social Economic of Agriculture (SEA),http://jurnal.untan.ac.id/index.php/jsea
4520,ELT Forum: Journal of English Language Teaching,http://journal.unnes.ac.id/sju/index.php/elt
4521,HISTORIA Jurnal Pembelajaran Sejarah dan Sejarah,http://fkip.ummetro.ac.id/journal/index.php/sejarah
4522,Jurnal Ikatan Alumni Fisika Universitas Negeri Medan,https://jurnal.unimed.ac.id/2012/index.php/jiaf
4523,Jurnal Pendidikan Bahasa Inggris Undiksha,https://ejournal.undiksha.ac.id/index.php/JPBI
4524,Jurnal Ilmu Manajemen,http://journal.uny.ac.id/index.php/jim/index
4525,Agroindustrial Journal,https://jurnal.ugm.ac.id/agroindustrial
4526,Adabiyah : Jurnal Pendidikan Islam,http://ojs.umsida.ac.id/index.php/ajpi
4527,ELEMENTARY SCHOOL (JURNAL PENDIDIKAN DAN PEMBELAJARAN Ke-SD-an),http://upy.ac.id/ojs/index.php/ES
4528,Edu Elektrika Journal,http://journal.unnes.ac.id/sju/index.php/eduel
4529,Journal of Indonesian History,http://journal.unnes.ac.id/sju/index.php/jih
4530,KANAL : Jurnal Ilmu Komunikasi,http://ojs.umsida.ac.id/index.php/kanal
4531,Eduarts: Journal of Arts Education,http://journal.unnes.ac.id/sju/index.php/eduart
4532,ISTIQRA: Jurnal Hasil Penelitian,http://www.jurnal.iainpalu.ac.id/index.php/ist
4533,Jurnal Pendidikan Kesehatan,http://jurnal.poltekkes-malang.ac.id
4534,Jurnal Sport Science,http://journal.um.ac.id/index.php/sport-science/
4535,UIR Law Review,http://journal.uir.ac.id/index.php/uirlawreview
4536,Khazanah Pendidikan,http://jurnalnasional.ump.ac.id/index.php/khasanah/index
4537,Pelangi Pendidikan,http://jurnal.unimed.ac.id/2012/index.php/pelangi
4538,TAFAQQUH: Jurnal Hukum Ekonomi Syariah dan Ahwal Syahsiah,http://ejournal.kopertais4.or.id/sasambo/index.php/tafaqquh
4539,Jurnal Ilmu Administrasi Negara (JUAN),https://ojs.umrah.ac.id/index.php/juan
4540,JARES (Journal of Academic Research and Sciences),https://ejournal.unisbablitar.ac.id/index.php/jares/index
4541,Al Yasini : Jurnal Hasil Kajian dan Penelitian Bidang Keislaman dan Pendidikan,http://ejournal.kopertais4.or.id/tapalkuda/index.php/alyasini
4542,Abdimas,https://journal.unnes.ac.id/nju/index.php/abdimas
