journal_name,journal_url,journal_accreditation
"Jurnal Spektrum Komunikasi","https://spektrum.stikosa-aws.ac.id/index.php/spektrum","S4 Accredited"
"VIVID Journal of Language and Literature","http://jurnalvivid.fib.unand.ac.id/index.php/vivid","S4 Accredited"
"Jurnal Ilmiah Informatika","https://journal.ibrahimy.ac.id/index.php/JIMI/","S4 Accredited"
"Jurnal Ilmiah Medicamento","http://e-journal.unmas.ac.id/index.php/Medicamento","S4 Accredited"
"Calathu: Jurnal Ilmu Komunikasi","https://journal.uc.ac.id/index.php/calathu","S4 Accredited"
"Jurnal Magister Pendidikan Matematika (JUMADIKA)","https://ojs3.unpatti.ac.id/index.php/jumadika","S4 Accredited"
"Jurnal Smart Keperawatan","http://stikesyahoedsmg.ac.id/ojs/index.php/sjkp","S4 Accredited"
"Syntax Literate : Jurnal Ilmiah Indonesia","http://jurnal.syntaxliterate.co.id/index.php/syntax-literate","S4 Accredited"
"Jurnal Masharif Al-Syariah: Jurnal Ekonomi dan Perbankan Syariah","http://journal.um-surabaya.ac.id/index.php/Mas/index","S4 Accredited"
"Bioeduca : Journal of Biology Education","https://journal.walisongo.ac.id/index.php/BIOEDUCA","S4 Accredited"
"JCES (Journal of Character Education Society)","http://journal.ummat.ac.id/index.php/JCES","S4 Accredited"
"Jurnal  Gaussian","https://ejournal3.undip.ac.id/index.php/gaussian","S4 Accredited"
"Asy-Syariâah : Jurnal Hukum Islam","https://ejournal.inzah.ac.id/index.php/assyariah","S4 Accredited"
"Kontinu: Jurnal Penelitian Didaktik Matematika","http://jurnal.unissula.ac.id/index.php/mtk","S4 Accredited"
"Academic Journal of Islamic Principles and Philosophy","https://ejournal.uinsaid.ac.id/index.php/ajipp","S4 Accredited"
"Jurnal Riset Kebidanan Indonesia","http://www.ejournal-aipkema.or.id/aipkema/index.php/jrki","S4 Accredited"
"TRJ (Tourism Research Journal)","http://trj.stptrisakti.ac.id/index.php/trj","S4 Accredited"
"SPIN: Jurnal Kimia  Pendidikan Kimia","https://journal.uinmataram.ac.id/index.php/spin","S4 Accredited"
"EDULANGUE","https://journal.uinmataram.ac.id/index.php/edulangue","S4 Accredited"
"Profetika","http://journals.ums.ac.id/index.php/profetika/","S4 Accredited"
"Jurnal Artefak","https://jurnal.unigal.ac.id/index.php/artefak","S4 Accredited"
"EkBis: Jurnal Ekonomi dan Bisnis","http://ejournal.uin-suka.ac.id/febi/ekbis/index","S4 Accredited"
"PAUDIA: JURNAL PENELITIAN DALAM BIDANG PENDIDIKAN ANAK USIA DINI","http://journal.upgris.ac.id/index.php/paudia","S4 Accredited"
"Bimbingan Penyuluhan Islam","https://e-journal.metrouniv.ac.id/index.php/JBPI","S4 Accredited"
"Indonesian Journal of Natural Science Education","http://jom.untidar.ac.id/index.php/ijnse/index","S4 Accredited"
"English Journal","http://ejournal.uika-bogor.ac.id/index.php/ENGLISH/index","S4 Accredited"
"Pioneer: Journal of Language and Literature","https://unars.ac.id/ojs/index.php/pioneer","S4 Accredited"
"Khazanah Pendidikan Islam","https://journal.uinsgd.ac.id/index.php/kp","S4 Accredited"
"Martabe : Jurnal Pengabdian Kepada Masyarakat","http://jurnal.um-tapsel.ac.id/index.php/martabe","S4 Accredited"
"Jurnal ComunitÃ  Servizio","http://ejournal.uki.ac.id/index.php/cs","S4 Accredited"
"Jurnal Ilmu Keperawatan dan Kebidanan","http://ejr.stikesmuhkudus.ac.id/index.php/jikk","S4 Accredited"
"JOURNAL OF INFORMATION SYSTEM RESEARCH (JOSH)","https://ejurnal.seminar-id.com/index.php/josh","S4 Accredited"
"Jurnal Manajemen Pendidikan","http://journals.ums.ac.id/index.php/jmp","S4 Accredited"
"Jurnal Riset Manajemen dan Bisnis Dewantara (JMD)","http://ejournal.stiedewantara.ac.id/index.php/JMD","S4 Accredited"
"Al-Irfan: Journal of Arabic Literature and Islamic Studies","http://ejournal.kopertais4.or.id/madura/index.php/alirfani","S4 Accredited"
"Jambura Journal of Educational Chemistry","http://ejurnal.ung.ac.id/index.php/jjec","S4 Accredited"
"Al Mi'yar: Jurnal Ilmiah Pembelajaran Bahasa Arab dan Kebahasaaraban","https://jurnal.stiq-amuntai.ac.id/index.php/al-miyar","S4 Accredited"
"Journal of Didactic Mathematics","https://mahesainstitute.web.id/ojs2/index.php/jdm","S4 Accredited"
"Ners Muda","https://jurnal.unimus.ac.id/index.php/nersmuda","S4 Accredited"
"Enrichment : Journal of Management","http://enrichment.iocspublisher.org/index.php/enrichment","S4 Accredited"
"NeoRespublica : Jurnal Ilmu Pemerintahan","http://ojs.uho.ac.id/index.php/NeoRespublica","S4 Accredited"
"Real in Nursing Journal","https://ojs.fdk.ac.id/index.php/Nursing","S4 Accredited"
"ZIRAA'AH MAJALAH ILMIAH PERTANIAN","https://ojs.uniska-bjm.ac.id/index.php/ziraah","S4 Accredited"
"ACITYA Journal of Teaching & Education","http://journals.umkt.ac.id/index.php/acitya/index","S4 Accredited"
"Rang Teknik Journal","https://jurnal.umsb.ac.id/index.php/RANGTEKNIKJOURNAL/index","S4 Accredited"
"Jurnal Ilmiah Pariwisata","http://jurnalpariwisata.stptrisakti.ac.id/index.php/JIP","S4 Accredited"
"LenteraBio: Berkala Ilmiah Biologi","https://journal.unesa.ac.id/index.php/lenterabio/index","S4 Accredited"
"Civil and Environmental Science Journal (CIVENSE)","https://civense.ub.ac.id/index.php/civense/index","S4 Accredited"
"Jurnal Biologi Tropis","http://jurnalfkip.unram.ac.id/index.php/JBT/","S4 Accredited"
"Jurnal Teknik","https://jt.ft.ung.ac.id/index.php/jt","S4 Accredited"
"Jurnal Pendidikan Biologi","http://jurnal.unimed.ac.id/2012/index.php/JPB/issue/archive","S4 Accredited"
"At Tabsyir Jurnal Komunikasi dan Penyiaran Islam","http://journal.stainkudus.ac.id/index.php/komunikasi/issue/archive","S4 Accredited"
"Agrokreatif: Jurnal Ilmiah Pengabdian kepada Masyarakat","http://journal.ipb.ac.id/index.php/j-agrokreatif/index","S4 Accredited"
"Edukasi : Jurnal Penelitian dan Artikel Pendidikan","http://journal.ummgl.ac.id/index.php/edukasi","S4 Accredited"
"KEUNIS","https://jurnal.polines.ac.id/index.php/keunis","S4 Accredited"
"Jurnal Pengabdian Kepada Masyarakat (Indonesian Journal of Community Engagement)","http://journal.ugm.ac.id/index.php/jpkm","S4 Accredited"
"Citra Delima: Jurnal Ilmiah STIKES Citra Delima Bangka Belitung","http://jurnalilmiah.stikescitradelima.ac.id/index.php/JI/index","S4 Accredited"
"Jurnal Pendidikan Sekolah Dasar (JPSD)","http://journal.uad.ac.id/index.php/JPSD/index","S4 Accredited"
"Sainstek : Jurnal Sains dan Teknologi","http://ecampus.iainbatusangkar.ac.id/ojs/index.php/sainstek/index","S4 Accredited"
"Insight : Jurnal Bimbingan dan Konseling","http://journal.unj.ac.id/unj/index.php/insight/index","S4 Accredited"
"Abdi: Jurnal Pengabdian dan Pemberdayaan Masyarakat","http://abdi.ppj.unp.ac.id/index.php/abdi","S4 Accredited"
"JURNAL INDRIA (Jurnal Ilmiah Pendidikan Prasekolah dan Sekolah Awal)","http://journal.umpo.ac.id/index.php/indria","S4 Accredited"
"Gramatika: Jurnal Ilmiah Kebahasaan dan Kesastraan","http://gramatika.kemdikbud.go.id/index.php/gramatika","S4 Accredited"
"Biotropic: The Journal of Tropical Biology","http://jurnalsaintek.uinsby.ac.id/index.php/biotropic","S4 Accredited"
"Al Amwal: Jurnal Ekonomi dan Perbankan Syari'ah","http://www.syekhnurjati.ac.id/jurnal/index.php/amwal","S4 Accredited"
"Jurnal Penelitian Pendidikan IPA","https://journal.unesa.ac.id/index.php/jppipa","S4 Accredited"
"JBN (Jurnal Bedah Nasional)","https://ojs.unud.ac.id/index.php/jbn/issue/archive","S4 Accredited"
"Relasi : Jurnal Ekonomi","http://jurnal.stie-mandala.ac.id/index.php/relasi","S4 Accredited"
"Jurnal Ilkes (Jurnal Ilmu Kesehatan)","http://ilkeskh.org/index.php/ilkes","S4 Accredited"
"Jusikom : Jurnal Sistem Komputer Musirawas","http://jurnal-stmik.muralinggau.ac.id/index.php/jusikom","S4 Accredited"
"COMMED: Jurnal Komunikasi dan Media","http://ejournal.upbatam.ac.id/index.php/commed","S4 Accredited"
"Media Teknologi Hasil Perikanan","https://ejournal.unsrat.ac.id/index.php/jmthp/issue/archive","S4 Accredited"
"English Community Journal","http://jurnal.um-palembang.ac.id/englishcommunity/index","S4 Accredited"
"Masyarakat Telematika Dan Informasi : Jurnal Penelitian Teknologi Informasi dan Komunikasi","https://mti.kominfo.go.id/index.php/mti","S4 Accredited"
"Journal of Business and Behavioural Entrepreneurship","http://journal.unj.ac.id/unj/index.php/jobbe/issue/archive","S4 Accredited"
"JPK (Jurnal Pendidikan Khusus)","https://journal.uny.ac.id/index.php/jpk/","S4 Accredited"
"Home Economics Journal","https://journal.uny.ac.id/index.php/hej","S4 Accredited"
"English Teaching Journal : A Journal of English Literature, Language, and Education","http://e-journal.unipma.ac.id/index.php/ETJ","S4 Accredited"
"Justindo (Jurnal Sistem dan Teknologi Informasi Indonesia)","http://jurnal.unmuhjember.ac.id/index.php/JUSTINDO/index","S4 Accredited"
"BULETIN FISIKA","https://ojs.unud.ac.id/index.php/buletinfisika","S4 Accredited"
"Historia Madania: Jurnal Ilmu Sejarah","https://journal.uinsgd.ac.id/index.php/historia","S4 Accredited"
"Jurnal Ekonomi dan Pendidikan","https://journal.uny.ac.id/index.php/jep/index","S4 Accredited"
"Emerging Markets : Business and Management Studies Journal","https://journal.sgu.ac.id/ijembm/index.php/ijembm","S4 Accredited"
"SULTANIST: Jurnal Manajemen dan Keuangan","https://sultanist.ac.id/index.php/sultanist","S4 Accredited"
"Jurnal Teknologi Informatika dan Komputer","http://journal.thamrin.ac.id/index.php/jtik","S4 Accredited"
"Al-Ikhtibar : Jurnal Ilmu Pendidikan","https://journal.iainlangsa.ac.id/index.php/ikhtibar","S4 Accredited"
"Jurnal Teknologi Pertanian","http://ejournal.unisi.ac.id/index.php/jtp/index","S4 Accredited"
"Indiktika : Jurnal Inovasi Pendidikan Matematika","https://jurnal.univpgri-palembang.ac.id/index.php/indiktika","S4 Accredited"
"JURNAL RECHTENS","http://ejurnal.uij.ac.id/index.php/REC","S4 Accredited"
"Journal of Mathematics Education and Science","http://journal.unugiri.ac.id/index.php/JaMES","S4 Accredited"
"Jurnal Teknik Elektro dan Komputer TRIAC","http://journal.trunojoyo.ac.id/index.php/triac","S4 Accredited"
"Syarikat : Jurnal Rumpun Ekonomi Syariah","http://journal.uir.ac.id/index.php/syarikat","S4 Accredited"
"Jurnal Keperawatan Terpadu (Integrated Nursing Journal)","http://jkt.poltekkes-mataram.ac.id/index.php/home","S4 Accredited"
"Jurnal Engine: Energi, Manufaktur, dan Material","https://ejournal.up45.ac.id/index.php/Jurnal_ENGINE","S4 Accredited"
"Inovasi Pendidikan Fisika","https://ejournal.unesa.ac.id/index.php/inovasi-pendidikan-fisika","S4 Accredited"
"Jurnal Sains dan Kesehatan","https://jsk.farmasi.unmul.ac.id/index.php/jsk","S4 Accredited"
"JPAK: Jurnal Pendidikan Agama Katolik","https://ejournal.widyayuwana.ac.id/index.php/jpak","S4 Accredited"
"Jurnal JKFT","http://jurnal.umt.ac.id/index.php/jkft","S4 Accredited"
"Jurnal Poros Hukum Padjadjaran","http://jurnal.fh.unpad.ac.id/index.php/jphp","S4 Accredited"
"Aurelia Journal","http://ejournal-balitbang.kkp.go.id/index.php/aureliajournal","S4 Accredited"
"DEDIKASI: Community Service Reports","https://jurnal.uns.ac.id/dedikasi","S4 Accredited"
"Jurnal Ilmiah Spectral","http://journal.stbapontianak.ac.id/index.php/spectral","S4 Accredited"
"Jurnal Serambi Abdimas","http://jos.unsoed.ac.id/index.php/sa","S4 Accredited"
"Komunika: Jurnal Ilmu Komunikasi","https://journal.uhamka.ac.id/index.php/komunika","S4 Accredited"
"AL-ARBAH: Journal of Islamic Finance and Banking","https://journal.walisongo.ac.id/index.php/arbah/index","S4 Accredited"
"Huperetes : Jurnal Teologi dan Pendidikan Kristen","https://sttkalimantan.ac.id/e-journal/index.php/huperetes","S4 Accredited"
"Indonesian Journal of Law and Policy Studies","http://jurnal.umt.ac.id/index.php/IJLP","S4 Accredited"
"Jurnal Indonesia : Manajemen Informatika dan Komunikasi","http://journal.amikindonesia.ac.id/index.php/jimik","S4 Accredited"
"JIP (Jurnal Informatika Polinema)","http://jip.polinema.ac.id/ojs3/index.php/jip","S4 Accredited"
"Jurnal Intelektualita : Keislaman, Sosial dan Sains","http://jurnal.radenfatah.ac.id/index.php/intelektualita","S4 Accredited"
"Jurnal Mebis (Manajemen dan Bisnis)","http://mebis.upnjatim.ac.id/index.php/mebis","S4 Accredited"
"Journal of Science and Applicative Technology","http://journal.itera.ac.id/index.php/jsat","S4 Accredited"
"Community Empowerment","http://journal.ummgl.ac.id/index.php/community_empowerment","S4 Accredited"
"Maker: Jurnal Manajemen","https://maker.ac.id/index.php/maker","S4 Accredited"
"Jurnal Iqtisaduna","http://journal.uin-alauddin.ac.id/index.php/Iqtisaduna","S4 Accredited"
"Ibriez : Jurnal Kependidikan Dasar Islam Berbasis Sains","http://ibriez.iainponorogo.ac.id/index.php/ibriez","S4 Accredited"
"Jurnal Psikologi Talenta","https://ojs.unm.ac.id/talenta","S4 Accredited"
"Jurnal Surya Masyarakat","https://jurnal.unimus.ac.id/index.php/jsm","S4 Accredited"
"Komunikasi : Jurnal Komunikasi","http://ejournal.bsi.ac.id/ejurnal/index.php/jkom","S4 Accredited"
"Jurnal Maenpo : Jurnal Pendidikan Jasmani Kesehatan dan Rekreasi","https://jurnal.unsur.ac.id/maenpo","S4 Accredited"
"JURNAL PENDIDIKAN EKONOMI: Jurnal Ilmiah Ilmu Pendidikan, Ilmu Ekonomi dan Ilmu Sosial","https://jurnal.unej.ac.id/index.php/JPE","S4 Accredited"
"Primary : Jurnal Keilmuan dan Kependidikan Dasar","http://jurnal.uinbanten.ac.id/index.php/primary","S4 Accredited"
"I-ECONOMICS: A Research Journal on Islamic Economics","http://jurnal.radenfatah.ac.id/index.php/ieconomics","S4 Accredited"
"Indonesian Journal of Fundamental Sciences","https://ojs.unm.ac.id/pinisi","S4 Accredited"
"Jurnal Manajemen dan Bisnis","http://journal.stieindragiri.ac.id/index.php/jmbi","S4 Accredited"
"Jurnal Tamaddun: Jurnal Sejarah dan Kebudayaan Islam","https://www.syekhnurjati.ac.id/jurnal/index.php/tamaddun","S4 Accredited"
"Jurnal Teknologi Pendidikan : Jurnal Penelitian dan Pengembangan Pembelajaran","https://e-journal.undikma.ac.id/index.php/jtp/index","S4 Accredited"
"Jurnal Ilmiah Kanderang Tingang","https://chem-upr.education/ojs/index.php/JIKT","S4 Accredited"
"Jurnal Pengabdian UNDIKMA","https://e-journal.undikma.ac.id/index.php/jpu","S4 Accredited"
"Jurnal Pendidikan Sekolah dasar","http://jurnal.untirta.ac.id/index.php/jpsd","S4 Accredited"
"ILTIZAM Journal of Sharia Economic Research","http://e-journal.lp2m.uinjambi.ac.id/ojp/index.php/iltizam","S4 Accredited"
"Jumlahku: Jurnal Matematika Ilmiah STKIP Muhammadiyah Kuningan","http://jurnal.upmk.ac.id/index.php/jumlahku/home","S4 Accredited"
"Media Bina Ilmiah","http://ejurnal.binawakya.or.id/index.php/MBI","S4 Accredited"
"Kolaborasi : Jurnal Administrasi Publik","https://journal.unismuh.ac.id/index.php/kolaborasi/issue/archive","S4 Accredited"
"Indonesian Journal of Educational Counseling","http://ijec.ejournal.id","S4 Accredited"
"Jurnal Justisia : Jurnal Ilmu Hukum, Perundang-undangan dan Pranata Sosial","http://jurnal.ar-raniry.ac.id/index.php/Justisia","S4 Accredited"
"JURNAL DINAMIKA MANAJEMEN DAN BISNIS","http://journal.unj.ac.id/unj/index.php/jdmb/index","S4 Accredited"
"PARAMUROBI","https://ojs.unsiq.ac.id/index.php/paramurobi","S4 Accredited"
"Al-Aulad: Journal of Islamic Primary Education","http://journal.uinsgd.ac.id/index.php/al-aulad/issue/archive","S4 Accredited"
"Health Sciences and Pharmacy Journal","http://journal.stikessuryaglobal.ac.id/index.php/hspj","S4 Accredited"
"JKIE (Journal Knowledge Industrial Engineering)","https://jurnal.yudharta.ac.id/v2/index.php/jkie","S4 Accredited"
"JUKI : Jurnal Komputer dan Informatika","https://ioinformatic.org/index.php/JUKI","S4 Accredited"
"Jurnal Agrimanex: Agribusiness, Rural Management, and Development Extension","https://journal.unsika.ac.id/index.php/agrimanex","S4 Accredited"
"Buletin Studi Ekonomi","https://ojs.unud.ac.id/index.php/bse/index","S4 Accredited"
"Tapis : Jurnal Penelitian Ilmiah","http://e-journal.metrouniv.ac.id/index.php/tapis/","S4 Accredited"
"Jurnal Wiyata: Penelitian Sains dan Kesehatan","http://ojs.iik.ac.id/index.php/wiyata/issue/archive","S4 Accredited"
"JURNAL TEKNIK SIPIL","http://www.jurnal.unsyiah.ac.id/JTS","S4 Accredited"
"Pamulang Law Review","http://openjournal.unpam.ac.id/index.php/palrev","S4 Accredited"
"FINANCIAL : JURNAL AKUNTANSI","https://financial.ac.id/index.php/financial","S4 Accredited"
"Al-Isyraq: Jurnal Bimbingan, Penyuluhan, dan Konseling Islam","https://alisyraq.pabki.org/index.php/alisyraq","S4 Accredited"
"LITE: Jurnal Bahasa, Sastra, dan Budaya","http://publikasi.dinus.ac.id/index.php/lite/index","S4 Accredited"
"Cendekia: Media komunikasi penelitian dan pengembangan pendidikan islam","https://stitaf.ac.id/journal.stitaf.ac.id/index.php/cendekia","S4 Accredited"
"Jurnal Onoma: Pendidikan, Bahasa, dan Sastra","https://e-journal.my.id/onoma","S4 Accredited"
"JOURNAL OF AUDITING, FINANCE AND FORENSIC ACCOUNTING","https://journal.trunojoyo.ac.id/jaffa","S4 Accredited"
"Musamus Journal of Public Administration","https://ejournal.unmus.ac.id/index.php/fisip","S4 Accredited"
"Waraqat : Jurnal Ilmu_Ilmu Keislaman","http://waraqat.assunnah.ac.id/index.php/WRQ","S4 Accredited"
"International Journal of Social Science and Religion (IJSSR)","http://ijssr.net/index.php/ijssr","S4 Accredited"
"JURNAL PENDIDIKAN MIPA","http://ejournal.tsb.ac.id/index.php/jpm","S4 Accredited"
"Mulawarman Law Review","https://e-journal.fh.unmul.ac.id/index.php/mulrev/index","S4 Accredited"
"Agricultural Science","http://agriculturalscience.unmerbaya.ac.id/index.php/agriscience","S4 Accredited"
"Journal of Governance and Local Politics (JGLP)","http://journal.unpacti.ac.id/index.php/JGLP","S4 Accredited"
"UNION: Jurnal Ilmiah Pendidikan Matematika","https://jurnal.ustjogja.ac.id/index.php/union/index","S4 Accredited"
"Literasi Jurnal Ilmu Pendidikan","http://ejournal.almaata.ac.id/index.php/LITERASI","S4 Accredited"
"BHAKTI PERSADA: Jurnal Aplikasi Ipteks","http://ojs.pnb.ac.id/index.php/BP/issue/archive","S4 Accredited"
"JAST : Jurnal Aplikasi Sains dan Teknologi","https://jurnal.unitri.ac.id/index.php/jast","S4 Accredited"
"Jurnal Farmasi Sains dan Terapan","http://journal.wima.ac.id/index.php/JFST","S4 Accredited"
"Media Agribisnis","https://www.jurnal-umbuton.ac.id/index.php/Agribisnis","S4 Accredited"
"BIO-EDU: Jurnal Pendidikan Biologi","https://jurnal.unimor.ac.id/JBE","S4 Accredited"
"JIET (Jurnal Ilmu Ekonomi Terapan)","https://e-journal.unair.ac.id/index.php/JIET","S4 Accredited"
"Wacana Akademika: MAjalah Ilmiah Kependidikan","http://jurnal.ustjogja.ac.id/index.php/wacanaakademika","S4 Accredited"
"Wacana Akademika: Majalah Ilmiah Kependidikan","https://jurnal.ustjogja.ac.id/index.php/wacanaakademika/index","S4 Accredited"
"Jurnal Iqtisad : Reconstruction of Justice and Welfare for Indonesia","https://publikasiilmiah.unwahas.ac.id/index.php/IQTISAD/issue/archive","S4 Accredited"
"Variabel","https://journal.stkipsingkawang.ac.id/index.php/jvar","S4 Accredited"
"Jurnal Pendidikan Dasar","http://jurnalstkipmelawi.ac.id/index.php/JPD","S4 Accredited"
"Jurnal Wacana Kinerja: Kajian Praktis-Akademis Kinerja dan Administrasi Pelayanan Publik","http://jwk.bandung.lan.go.id/ojs/index.php/jwk","S4 Accredited"
"Jetri : Jurnal Ilmiah Teknik Elektro","http://www.trijurnal.lemlit.trisakti.ac.id/index.php/jetri","S4 Accredited"
"Dauliyah Journal of Islamic and International Affairs","http://ejournal.unida.gontor.ac.id/index.php/dauliyah/index","S4 Accredited"
