journal_name,journal_url,journal_accreditation
"AKSIOMA : Jurnal Matematika dan Pendidikan Matematika","http://journal.upgris.ac.id/index.php/aksioma/index","S4 Accredited"
"Agrotrop : Journal on Agriculture Science","https://ojs.unud.ac.id/index.php/agrotrop","S4 Accredited"
"Idaarah: Jurnal Manajemen Pendidikan","http://journal.uin-alauddin.ac.id/index.php/idaarah","S4 Accredited"
"Proximal: Jurnal Penelitian Matematika dan Pendidikan Matematika"," https://e-journal.my.id/proximal","S4 Accredited"
"EDUCATIO : Journal of Education","http://ejournal.staimnglawak.ac.id/index.php/educatio","S4 Accredited"
"Jurnal Mathematic Paedagogic","http://jurnal.una.ac.id/index.php/jmp","S4 Accredited"
"Jurnal Berdaya Mandiri","https://journal.upy.ac.id/index.php/lppm","S4 Accredited"
"Al-Musannif","https://jurnal.mtsddicilellang.sch.id/index.php/al-musannif","S4 Accredited"
"PIONIR: Jurnal Pendidikan","https://jurnal.ar-raniry.ac.id/index.php/Pionir","S4 Accredited"
"JURNAL BIMBINGAN DAN KONSELING AR-RAHMAN","https://ojs.uniska-bjm.ac.id/index.php/BKA/index","S4 Accredited"
"An-Nadaa: Jurnal Kesehatan Masyarakat","https://ojs.uniska-bjm.ac.id/index.php/ANN/index","S4 Accredited"
"Geodika: Jurnal Kajian Ilmu dan Pendidikan Geografi","http://e-journal.hamzanwadi.ac.id/index.php/gdk","S4 Accredited"
"Jurnal Riset Hesti Medan Akper Kesdam I/BB Medan","https://jurnal.kesdammedan.ac.id/index.php/jurhesti","S4 Accredited"
"Jurnal Pertanian Terpadu","http://ojs.stiperkutim.ac.id/index.php/jpt","S4 Accredited"
"International Journal of Electrical, Energy and Power System Engineering (IJEEPSE)","https://ijeepse.id/journal/index.php/ijeepse","S4 Accredited"
"Jurnal Kebidanan Malahayati","http://ejurnalmalahayati.ac.id/index.php/kebidanan/index","S4 Accredited"
"PSEJ (Pancasakti Science Education Journal)","https://scienceedujournal.org/index.php/PSEJ","S4 Accredited"
"JURNAL GOVERNANSI","http://ojs.unida.ac.id/index.php/JGS","S4 Accredited"
"Jurnal Ekonomi dan Pembangunan OPTIMUM","http://journal.uad.ac.id/index.php/OPTIMUM","S4 Accredited"
"Tekmapro: Journal of Industrial Engineering and Management","http://tekmapro.upnjatim.ac.id/index.php/tekmapro/issue/archive","S4 Accredited"
"Jurnal Arsitektur ZONASI","https://ejournal.upi.edu/index.php/jaz","S4 Accredited"
"JURNAL SISTEM INFORMASI","https://ejournal.unsri.ac.id/index.php/jsi","S4 Accredited"
"Ekombis Review : Jurnal Ilmiah Ekonomi dan Bisnis","https://jurnal.unived.ac.id/index.php/er/index","S4 Accredited"
"Jurnal Ilmiah Tata Sejuta STIA Mataram","http://ejurnalstiamataram.ac.id/index.php/tatasejuta/index","S4 Accredited"
"ACCOUNTHINK: Journal of Accounting and Finance","https://journal.unsika.ac.id/index.php/accounthink","S4 Accredited"
"At-tijaroh: Jurnal Ilmu Manajemen dan Bisnis Islam","http://jurnal.iain-padangsidimpuan.ac.id/index.php/attijaroh","S4 Accredited"
"Jurnal Teknologi  Transportasi dan Logistik","https://journal.poltradabali.ac.id/index.php/jttl","S4 Accredited"
"Jurnal Ilmiah Administrasi Bisnis dan Inovasi","http://ejournal.unitomo.ac.id/index.php/niaga/","S4 Accredited"
"Jurnal Pendidikan Manajemen Perkantoran (JPManper)","http://ejournal.upi.edu/index.php/jpmanper/index","S4 Accredited"
"Jurnal Teknik Komputer AMIK BSI","https://ejournal.bsi.ac.id/ejurnal/index.php/jtk","S4 Accredited"
"Ecoplan","http://ecoplan.ulm.ac.id/index.php/iesp","S4 Accredited"
"Abdimas: Jurnal Pengabdian Masyarakat Universitas Merdeka Malang","http://jurnal.unmer.ac.id/index.php/jpkm","S4 Accredited"
"Indonesian Journal of Social Science Education (IJSSE)","http://ejournal.iainbengkulu.ac.id/index.php/ijsse","S4 Accredited"
"JEBA (Journal of Economics and Business Aseanomics)","http://academicjournal.yarsi.ac.id/index.php/jeba/index","S4 Accredited"
"Jurnal Ilmiah Kesehatan (Journal of Health Sciences)","http://journal2.unusa.ac.id/index.php/jhs","S4 Accredited"
"ISOQUANT : Jurnal Ekonomi, Manajemen dan Akuntansi","http://studentjournal.umpo.ac.id/index.php/isoquant","S4 Accredited"
"MIMBAR : Jurnal Penelitian Sosial Dan Politik","https://journals.unihaz.ac.id/index.php/mimbar","S4 Accredited"
"Journal of Pharmaceutical Care Anwar Medika","http://jurnal.stikesrsanwarmedika.ac.id/index.php/jpcam","S4 Accredited"
"MANAZHIM","https://ejournal.stitpn.ac.id/index.php/manazhim","S4 Accredited"
"Warta Ikatan Sarjana Komunikasi Indonesia","http://warta-iski.or.id/index.php/WartaISKI","S4 Accredited"
"RADIAL : Jurnal Peradaban Sains, Rekayasa dan Teknologi","https://stitek-binataruna.e-journal.id/radial","S4 Accredited"
"Jurnal Green Growth dan Manajemen Lingkungan","http://journal.unj.ac.id/unj/index.php/jgg","S4 Accredited"
"Jurnal Kebijakan Pembangunan","http://jkpjournal.kalselprov.go.id/index.php/","S4 Accredited"
"Business and Finance Journal","https://journal2.unusa.ac.id/index.php/BFJ","S4 Accredited"
"Magister Scientiae","http://journal.wima.ac.id/index.php/Magister_Scientiae/index","S4 Accredited"
"JOURNAL of MATHEMATICS SCIENCE and EDUCATION","https://ojs.stkippgri-lubuklinggau.ac.id/index.php/JMSE/issue/view/26","S4 Accredited"
"Jurnal Pendidikan dan Pembelajaran Kimia (JPPK)","http://jurnal.fkip.unila.ac.id/index.php/JPK","S4 Accredited"
"Jurnal Kesehatan Lingkungan","http://ejurnal.poltekkesmanado.ac.id/index.php/JKL","S4 Accredited"
"Jurnal Ecodemica : Jurnal Ekonomi, Manajemen, dan Bisnis","http://ejournal.bsi.ac.id/ejurnal/index.php/ecodemica","S4 Accredited"
"Jurnal Ilmiah Psikologi Mind Set","http://journal.univpancasila.ac.id/index.php/mindset/issue/archive","S4 Accredited"
"Ganaya: Jurnal Ilmu Sosial dan Humaniora","http://jayapanguspress.penerbit.org/index.php/ganaya","S4 Accredited"
"JTIULM (Jurnal Teknologi Informasi Universitas Lambung Mangkurat)","http://jtiulm.ti.ft.ulm.ac.id/index.php/jtiulm","S4 Accredited"
"Inferensi","http://iptek.its.ac.id/index.php/inferensi","S4 Accredited"
"Jurnal Administrative Reform","http://e-journals.unmul.ac.id/index.php/JAR","S4 Accredited"
"Jurnal Kependidikan Islam","http://jurnalftk.uinsby.ac.id/index.php/JKPI","S4 Accredited"
"Journal of English Language Teaching and Learning (JETLE)","http://ejournal.uin-malang.ac.id/index.php/jetle","S4 Accredited"
"Jurnal Ilmiah Galuh Justisi","https://jurnal.unigal.ac.id/index.php/galuhjustisi","S4 Accredited"
"Journal of Islamic Law (JIL)","http://e-journal.iainptk.ac.id/index.php/jil","S4 Accredited"
"SATIN - Sains dan Teknologi Informasi","http://jurnal.stmik-amik-riau.ac.id/index.php/satin","S4 Accredited"
"Journal of Governance and Social Policy","https://jurnal.usk.ac.id/GASPOL","S4 Accredited"
"Jurnal Ilmiah Dunia Hukum","http://jurnal.untagsmg.ac.id/index.php/duniahukum","S4 Accredited"
"International Journal of Financial and Investment Studies","https://ojs.petra.ac.id/ijfis/index.php/ijfis","S4 Accredited"
"Bosowa Journal of Education","https://journal.unibos.ac.id/jpe","S4 Accredited"
"JOURNAL OF ECONOMICS EDUCATION AND ENTREPRENEURSHIP","https://ppjp.ulm.ac.id/journals/index.php/jee","S4 Accredited"
"Jurnal Darma Agung","https://jurnal.darmaagung.ac.id/index.php/jurnaluda","S4 Accredited"
"Journal of Economic, Public, and Accounting (JEPA)","https://ojs.unsulbar.ac.id/index.php/jepa","S4 Accredited"
"Journal of Language Intelligence and Culture","https://jlic.iain-jember.ac.id/index.php/jlic","S4 Accredited"
"Jurnal Komposit : Jurnal Ilmu-Ilmu Teknik Sipil","http://ejournal.uika-bogor.ac.id/index.php/komposit","S4 Accredited"
"Inspiratif Pendidikan","http://journal.uin-alauddin.ac.id/index.php/Inspiratif-Pendidikan","S4 Accredited"
"Riyadhoh : Jurnal Pendidikan Olahraga","https://ojs.uniska-bjm.ac.id/index.php/riyadhohjurnal","S4 Accredited"
"An-natiq Jurnal Kajian Islam Interdisipliner","http://riset.unisma.ac.id/index.php/natiq","S4 Accredited"
"Jurnal Karinov","http://journal2.um.ac.id/index.php/jki/issue/view/579","S4 Accredited"
"Al-Madrasah: Jurnal Ilmiah Pendidikan Madrasah Ibtidaiyah","https://jurnal.stiq-amuntai.ac.id/index.php/al-madrasah","S4 Accredited"
"Jurnal Studia Insania","http://jurnal.uin-antasari.ac.id/index.php/insania","S4 Accredited"
"Jurnal Sekretaris dan Administrasi Bisnis","http://jurnal.asmtb.ac.id/index.php/jsab","S4 Accredited"
"Indonesian Journal of Midwifery (IJM)","http://jurnal.unw.ac.id:1254/index.php/IJM","S4 Accredited"
"Jurnal Ilmu Pemerintahan Suara Khatulistiwa","http://ejournal.ipdn.ac.id/khatulistiwa","S4 Accredited"
"Fastabiq: Jurnal Studi Islam","http://staim-bandung.ac.id/fastabiq/index.php/FAS","S4 Accredited"
"Jurnal Ilmiah Arsitektur","https://ojs.unsiq.ac.id/index.php/jiars","S4 Accredited"
"Bulletin of Tropical Animial Science","https://ejournal.unib.ac.id/index.php/buletin_pt","S4 Accredited"
"JKKP (Jurnal Kesejahteraan Keluarga dan Pendidikan)","http://journal.unj.ac.id/unj/index.php/jkkp","S4 Accredited"
"Journal of System and Computer Engineering","http://journal.unpacti.ac.id/index.php/JSCE","S4 Accredited"
"JKKP (Jurnal Kesejahteraan Keluarga dan Pendidikan)","http://journal.unj.ac.id/unj/index.php/jkkp/index","S4 Accredited"
"Jurnal Ekonomi, Manajemen Akuntansi dan Perpajakan (Jemap)","http://journal.unika.ac.id/index.php/jemap","S4 Accredited"
"Valid Jurnal Ilmiah","http://journal.stieamm.ac.id/index.php/valid","S4 Accredited"
"Avant Garde","https://journal.budiluhur.ac.id/index.php/avantgarde","S4 Accredited"
"Tafaqquh: Jurnal Penelitian dan Kajian Keislaman","http://jurnal.iaibafa.ac.id/index.php/tafaqquh/index","S4 Accredited"
"JPFT (Jurnal Pendidikan Fisika Tadulako Online)","http://jurnal.untad.ac.id/jurnal/index.php/EPFT/index","S4 Accredited"
"Progresif: Jurnal Ilmiah Komputer","http://ojs.stmik-banjarbaru.ac.id/index.php/progresif","S4 Accredited"
"JURNAL ILMIAH AKUNTANSI UNIVERSITAS PAMULANG","http://openjournal.unpam.ac.id/index.php/JIA","S4 Accredited"
"EDUCARE: Journal of Primary Education","https://jie.iain-jember.ac.id/index.php/jie","S4 Accredited"
"Jurnal Computer Science and Information Technology (CoSciTech)","https://ejurnal.umri.ac.id/index.php/coscitech","S4 Accredited"
"JPP IPTEK (Jurnal Pengabdian dan Penerapan IPTEK)","https://ejurnal.itats.ac.id/jpp-iptek","S4 Accredited"
"Jurnal Trias Politika","https://www.journal.unrika.ac.id/index.php/jurnaltriaspolitika","S4 Accredited"
"INTERNATIONAL JOURNAL OF ECONOMICS, BUSINESS AND ACCOUNTING RESEARCH (IJEBAR)","http://jurnal.stie-aas.ac.id/index.php/IJEBAR","S4 Accredited"
"Chemistry Education Practice","http://jurnalfkip.unram.ac.id/index.php/CEP","S4 Accredited"
"MISYKAT: Jurnal Ilmu-ilmu Al-Quran, Hadist, Syari'ah dan Tarbiyah","http://pps.iiq.ac.id/jurnal/index.php/MISYKAT/index","S4 Accredited"
"Prologia","https://journal.untar.ac.id/index.php/prologia/issue/archive","S4 Accredited"
"JTM-ITI (Jurnal Teknik Mesin ITI)","https://jtmiti.org/index.php/JTM","S4 Accredited"
"Jurnal Serambi Engineering","http://ojs.serambimekkah.ac.id/index.php/jse/index","S4 Accredited"
"Tell : Teaching of English Language and Literature Journal","http://journal.um-surabaya.ac.id/index.php/Tell","S4 Accredited"
"Jurnal Infortech","https://ejournal.bsi.ac.id/ejurnal/index.php/infortech","S4 Accredited"
"Jurnal Pertanian Cemara","https://www.ejournalwiraraja.com/index.php/FP/issue/archive","S4 Accredited"
"Jurnal Sumberdaya Alam dan Lingkungan","https://jsal.ub.ac.id/index.php/jsal","S4 Accredited"
"Jurnal Simantec","https://journal.trunojoyo.ac.id/simantec","S4 Accredited"
"Majalah Tegi","http://ejournal.kemenperin.go.id/tegi","S4 Accredited"
"International Journal of Green Tourism Research and Applications","http://ojs.pnb.ac.id/index.php/IJOGTRA","S4 Accredited"
"PUSTABIBLIA: Journal of Library and Information Science","http://pustabiblia.iainsalatiga.ac.id/","S4 Accredited"
"Jurnal Inovasi Pembelajaran Kimia (Journal Of Innovation in Chemistry Education)","https://jurnal.unimed.ac.id/2012/index.php/jipk","S4 Accredited"
"Majalah Ilmiah Fisioterapi Indonesia","https://ojs.unud.ac.id/index.php/mifi","S4 Accredited"
"Bio-Lectura","http://journal.unilak.ac.id/index.php/BL","S4 Accredited"
"Pertanian Tropik","https://jurnal.usu.ac.id/index.php/tropik/index","S4 Accredited"
"SPEKTRUM: Jurnal Pendidikan Luar Sekolah (PLS)","http://ejournal.unp.ac.id/index.php/pnfi","S4 Accredited"
"Jurnal Ilmiah Universitas Batanghari Jambi","http://ji.unbari.ac.id/index.php/ilmiah","S4 Accredited"
"Positif : Jurnal Sistem dan Teknologi Informasi","http://ejurnal.poliban.ac.id/index.php/Positif/index","S4 Accredited"
"KLIK (Kumpulan jurnaL Ilmu Komputer) (e-Journal)","http://klik.ulm.ac.id/index.php/klik","S4 Accredited"
"MAGHZA: Jurnal Ilmu Al-Qur'an dan Tafsir","http://ejournal.iainpurwokerto.ac.id/index.php/maghza","S4 Accredited"
"Common: Jurnal Program Studi Ilmu Komunikasi FISIP Unikom","https://ojs.unikom.ac.id/index.php/common","S4 Accredited"
"Jurnal PASTI (Penelitian dan Aplikasi Sistem dan Teknik Industri)","http://publikasi.mercubuana.ac.id/index.php/pasti","S4 Accredited"
"Jurnal Akuntansi dan Bisnis Krisnadwipayana","http://ojs.ekonomi-unkris.ac.id/index.php/JABK","S4 Accredited"
"JCP (Jurnal Cahaya Pendidikan) Fakultas Keguruan dan Ilmu Pendidikan","https://journal.unrika.ac.id/index.php/journalcahayapendidikan","S4 Accredited"
"Holistik Jurnal Kesehatan","http://ejurnalmalahayati.ac.id/index.php/holistik","S4 Accredited"
"Jurnal Muara Pendidikan","https://ejournal.ummuba.ac.id/index.php/mp/about","S4 Accredited"
"KAIBON ABHINAYA : JURNAL PENGABDIAN MASYARAKAT","http://e-jurnal.lppmunsera.org/index.php/KA","S4 Accredited"
"AkMen JURNAL ILMIAH","https://e-jurnal.nobel.ac.id/index.php/akmen","S4 Accredited"
"Journal of Sport Coaching and Physical Education","https://journal.unnes.ac.id/sju/index.php/jscpe","S4 Accredited"
"MODERAT: Jurnal Ilmiah Ilmu Pemerintahan","https://ojs.unigal.ac.id/index.php/modrat","S4 Accredited"
"Abdimas Dewantara","http://jurnal.ustjogja.ac.id/index.php/abdimasdewantara/index","S4 Accredited"
"Journal of Management and Business Environment (JMBE)","http://journal.unika.ac.id/index.php/JMBE","S4 Accredited"
"Jurnal Sinergitas PkM & CSR","https://ojs.uph.edu/index.php/JSPC","S4 Accredited"
"Syaikhuna: Jurnal Pendidikan dan Pranata Islam STAI Syaichona Moh.Cholil Bangkalan","http://ejournal.kopertais4.or.id/madura/index.php/syaikhuna/","S4 Accredited"
"jurnal niara","https://journal.unilak.ac.id/index.php/nia","S4 Accredited"
"Telaah Bisnis","http://journal.stimykpn.ac.id/index.php/tb","S4 Accredited"
"qolamuna : Jurnal studi islam","http://ejournal.stismu.ac.id/ojs/index.php/qolamuna","S4 Accredited"
"JSHP (Jurnal Sosial Humaniora dan Pendidikan)","https://jurnal.poltekba.ac.id/index.php/jsh","S4 Accredited"
"JIFA (Journal of Islamic Finance and Accounting)","http://ejournal.iainsurakarta.ac.id/index.php/jifa","S4 Accredited"
"Publikasi Riset Orientasi Teknik Sipil (Proteksi)","https://journal.unesa.ac.id/index.php/proteksi","S4 Accredited"
"Jurnal Bumigora Information Technology (BITe)","https://journal.universitasbumigora.ac.id/index.php/bite","S4 Accredited"
"Jurnal Sosiologi Andalas","http://jsa.fisip.unand.ac.id/index.php/jsa","S4 Accredited"
"Panrita Abdi : Jurnal Ilmiah Pengabdian Pada Masyarakat","http://journal.unhas.ac.id/index.php/panritaabdi/about","S4 Accredited"
"Jambura Physics Journal","http://ejurnal.ung.ac.id/index.php/jpj","S4 Accredited"
"Mahakim: Journal of Islamic Family Law","http://jurnal.iainkediri.ac.id/index.php/mahakim","S4 Accredited"
"Jurnal Terapan Manajemen dan Bisnis","https://journal.stkipsingkawang.ac.id/index.php/JTMB","S4 Accredited"
"Fundamental : Jurnal Ilmiah Hukum","https://ejurnal.stihm-bima.ac.id/index.php/jurnalstih","S4 Accredited"
"Agrisintech (Journal of Agribusiness and Agrotechnology)","https://ejournalunb.ac.id/index.php/AGRI","S4 Accredited"
"Jurnal Pendidikan Raudhatul Athfal (JAPRA)","http://journal.uinsgd.ac.id/index.php/japra","S4 Accredited"
"Jurnal Pelita PAUD","http://jurnal.upmk.ac.id/index.php/pelitapaud","S4 Accredited"
"Jurnal Anugerah: Jurnal Pengabdian Kepada Masyarakat Bidang Keguruan dan Ilmu Pendidikan","https://ojs.umrah.ac.id/index.php/anugerah","S4 Accredited"
"Jurnal English Education: Jurnal Tadris Bahasa Inggris","http://ejournal.radenintan.ac.id/index.php/ENGEDU","S4 Accredited"
"Journal of Civic Education","http://jce.ppj.unp.ac.id/index.php/jce","S4 Accredited"
"Jurnal Warna : Pendidikan dan Pembelajaran Anak Usia Dini","https://jurnal.fkip-uwgm.ac.id/index.php/warna/index","S4 Accredited"
"Bioedukasi: Jurnal Pendidikan Biologi","https://jurnal.uns.ac.id/index.php/bioedukasi","S4 Accredited"
"Indonesian Journal of Chemical Science","https://journal.unnes.ac.id/sju/index.php/ijcs","S4 Accredited"
"Bali Health Journal","http://ejournal.iikmpbali.ac.id/index.php/BHJ","S4 Accredited"
"Jurnal Ilmiah Keperawatan","https://journal.stikeshangtuah-sby.ac.id/index.php/JIKSHT","S4 Accredited"
"PALAPA: Jurnal Studi Keislaman dan Ilmu Pendidikan","https://ejournal.stitpn.ac.id/index.php/palapa","S4 Accredited"
"Jurnal Serambi Ilmu","http://ojs.serambimekkah.ac.id/index.php/serambi-ilmu/index","S4 Accredited"
"SMART","http://ejournal.stkipmpringsewu-lpg.ac.id/index.php/smart/index","S4 Accredited"
"JKPM (Jurnal Kajian Pendidikan Matematika)","http://journal.lppmunindra.ac.id/index.php/jkpm","S4 Accredited"
"Al-Afkar : Journal for Islamic Studies","https://al-afkar.com/index.php/Afkar_Journal","S4 Accredited"
"Jurnal Cakrawala Promkes","http://journal2.uad.ac.id/index.php/cp","S4 Accredited"
"KOMUNIKA","http://ejournal.radenintan.ac.id/index.php/komunika","S4 Accredited"
"Jurnal Nomosleca","http://jurnal.unmer.ac.id/index.php/n","S4 Accredited"
"JURNAL AKUNTANSI, MANAJEMEN DAN EKONOMI","http://jos.unsoed.ac.id/index.php/jame","S4 Accredited"
"JURNAL AKUNTANSI, MANAJEMEN DAN EKONOMI","http://jos.unsoed.ac.id/index.php/jame","S4 Accredited"
"Jurnal Produksi Tanaman","http://protan.studentjournal.ub.ac.id/index.php/protan","S4 Accredited"
"Logista: Jurnal Ilmiah Pengabdian kepada Masyarakat","http://logista.fateta.unand.ac.id/index.php/logista","S4 Accredited"
"Indonesian Journal of Conservation","https://journal.unnes.ac.id/nju/index.php/ijc","S4 Accredited"
"At-Taradhi : Jurnal Studi Ekonomi","https://jurnal.uin-antasari.ac.id/index.php/taradhi","S4 Accredited"
"Jurnal Tarbiyatuna : Kajian Pendidikan Islam","http://ejournal.iaiibrahimy.ac.id/index.php/tarbiyatuna","S4 Accredited"
"MATAPPA: Jurnal Pengabdian Kepada Masyarakat","http://journal.stkip-andi-matappa.ac.id/index.php/matappa/issue/archive","S4 Accredited"
"Jurnal Informatika dan Rekayasa Perangkat Lunak","https://publikasiilmiah.unwahas.ac.id/index.php/JINRPL","S4 Accredited"
"Sawala : Jurnal Administrasi Negara","http://e-jurnal.lppmunsera.org/index.php/Sawala","S4 Accredited"
"Hydrogen: Jurnal Kependidikan Kimia","https://e-journal.undikma.ac.id/index.php/hydrogen/index","S4 Accredited"
"Management and Sustainable Development Journal","https://journal.shantibhuana.ac.id/index.php/msd","S4 Accredited"
"REKA ELKOMIKA: Jurnal Pengabdian kepada Masyarakat","https://ejurnal.itenas.ac.id/index.php/rekaelkomika_pkm","S4 Accredited"
"Jurnal Profesi Keguruan","http://journal.unnes.ac.id/nju/index.php/jpk/index","S4 Accredited"
"TRITON: Jurnal Manajemen Sumberdaya Perairan","https://ojs3.unpatti.ac.id/index.php/triton/","S4 Accredited"
"E-Journal of Cultural Studies","https://ojs.unud.ac.id/index.php/ecs/issue/archive","S4 Accredited"
"Jurnal Sinestesia","https://sinestesia.pustaka.my.id/journal","S4 Accredited"
"Jurnal Hukum Samudra Keadilan","https://ejurnalunsam.id/index.php/jhsk/","S4 Accredited"
"Gorga : Jurnal Seni Rupa","https://jurnal.unimed.ac.id/2012/index.php/gorga","S4 Accredited"
"Math Didactic: Jurnal Pendidikan Matematika","https://jurnal.stkipbjm.ac.id/index.php/math","S4 Accredited"
"LINK","http://ejournal.poltekkes-smg.ac.id/ojs/index.php/link","S4 Accredited"
"Journal of Computer System and Informatics (JoSYC)","https://ejurnal.seminar-id.com/index.php/josyc","S4 Accredited"
"Jurnal Penyuluhan Perikanan dan Kelautan","http://jppik.id/index.php/jppik","S4 Accredited"
"Jurnal Tata Kelola Seni","http://journal.isi.ac.id/index.php/JTKS","S4 Accredited"
"Judikatif: Jurnal Desain Komunikasi Kreatif","https://judikatif-upiyptk.org/ojs/index.php/judikatif","S4 Accredited"
"Al-Kharaj: Jurnal Ekonomi, Keuangan & Bisnis Syariah","http://journal.laaroiba.ac.id/index.php/alkharaj","S4 Accredited"
"Jurnal Manajemen Bisnis dan Kewirausahaan","https://journal.untar.ac.id/index.php/jmbk/issue/view/262","S4 Accredited"
"Jurnal Ilmiah FONEMA : Jurnal Edukasi Bahasa dan Sastra Indonesia","http://ejournal.unitomo.ac.id/index.php/pbs","S4 Accredited"
"Sinektika: Jurnal Arsitektur","http://journals.ums.ac.id/index.php/sinektika","S4 Accredited"
"jurnal ilmu keolahragaan","http://jurnal.untan.ac.id/index.php/jilo","S4 Accredited"
"TEMATIK: Jurnal Pemikiran dan Penelitian Pendidikan Anak Usia Dini","https://ojs.unm.ac.id/tematik","S4 Accredited"
"Publication Library and Information Science","http://journal.umpo.ac.id/index.php/PUBLIS","S4 Accredited"
"BALANCE","http://journal.um-surabaya.ac.id/index.php/balance","S4 Accredited"
"Journal of Language and Literature","https://ejournal.gunadarma.ac.id/index.php/sastra","S4 Accredited"
"Accounting Profession Journal (APAJI)","https://ojsapaji.org/index.php/apaji","S4 Accredited"
"Jurnal Hukum Lingkungan Indonesia","http://jhli.icel.or.id/index.php/jhli","S4 Accredited"
"Jurnal Bindo Sastra","http://jurnal.um-palembang.ac.id/bisastra/index","S4 Accredited"
"Geneologi PAI : Jurnal Ilmiah Bidang Pendidikan Agama Islam","http://jurnal.uinbanten.ac.id/index.php/geneologi","S4 Accredited"
"Pedagogy : Journal of English Language Teaching","http://e-journal.metrouniv.ac.id/index.php/pedagogy","S4 Accredited"
"Law Research Review Quarterly","https://journal.unnes.ac.id/sju/index.php/snh","S4 Accredited"
"JKEP (Jurnal Keperawatan)","http://ejurnal.poltekkesjakarta3.ac.id/index.php/JKep","S4 Accredited"
"Waca Cipta Ruang: Jurnal Ilmiah Desain Interior","https://ojs.unikom.ac.id/index.php/wacaciptaruang","S4 Accredited"
"Adi Husada Nursing Journal","https://adihusada.ac.id/jurnal/index.php/AHNJ","S4 Accredited"
"Jurnal Pendidikan Ekonomi Undiksha","https://ejournal.undiksha.ac.id/index.php/JJPE","S4 Accredited"
"JTEV (Jurnal Teknik Elektro dan Vokasional","http://ejournal.unp.ac.id/index.php/jtev","S4 Accredited"
"Jurnal Pendidikan Teknik Mesin Undiksha","https://ejournal.undiksha.ac.id/index.php/JPTM","S4 Accredited"
"JPM (Jurnal Pemberdayaan Masyarakat)","http://ejournal.unikama.ac.id/index.php/jpm/issue/archive","S4 Accredited"
"COMMUNICATION","https://journal.budiluhur.ac.id/index.php/comm/issue/archive","S4 Accredited"
"Indicators : Journal of Economic and Business","https://indicators.iseisemarang.or.id/index.php/jebis","S4 Accredited"
"Matrik : Jurnal Manajemen dan Teknik Industri Produksi","http://journal.umg.ac.id/index.php/matriks","S4 Accredited"
"Jurnal Ilmiah Profesi Pendidikan","http://jipp.unram.ac.id/index.php/jipp","S4 Accredited"
"EduInovasi:  Journal of Basic Educational Studies","http://journal.laaroiba.ac.id/index.php/eduinovasi","S4 Accredited"
"Jurnal Riset Manajemen Sekolah Tinggi Ilmu Ekonomi Widya Wiwaha Program Magister Manajemen","http://jurnal.stieww.ac.id/index.php/jrm","S4 Accredited"
"Smart Comp :Jurnalnya Orang Pintar Komputer","http://ejournal.poltektegal.ac.id/index.php/smartcomp","S4 Accredited"
"Zawiyah : Jurnal Pemikiran Islam","http://ejournal.iainkendari.ac.id/index.php/zawiyah","S4 Accredited"
"Abdimas Universal","http://abdimasuniversal.uniba-bpn.ac.id/index.php/abdimasuniversal","S4 Accredited"
"IJIS Edu : INDONESIAN JOURNAL OF INTEGRATED SCIENCE EDUCATION","http://ejournal.iainbengkulu.ac.id/index.php/ijisedu","S4 Accredited"
"Fondasi: Jurnal Teknik Sipil","http://jurnal.untirta.ac.id/index.php/jft/issue/archive","S4 Accredited"
"El-Qist : Journal of Islamic Economics and Business (JIEB)","http://jurnalfebi.uinsby.ac.id/index.php/elqist","S4 Accredited"
"Maarif","https://jurnal-maarifinstitute.org/index.php/maarif","S4 Accredited"
"Jurnal Pendidikan Sejarah","http://journal.unj.ac.id/unj/index.php/jps/index","S4 Accredited"
"JAS (Jurnal Akuntansi Syariah)","https://ejournal.stiesyariahbengkalis.ac.id/index.php/jas","S4 Accredited"
"JACEE (Journal of Advanced Civil and Environmental Engineering)","http://jurnal.unissula.ac.id/index.php/JACEE/","S4 Accredited"
"EKSISBANK (Ekonomi Syariah dan Bisnis Perbankan)","http://journal.sties-purwakarta.ac.id/index.php/EKSISBANK/issue/archive","S4 Accredited"
"Andragogi: Jurnal Diklat Teknis Pendidikan dan Keagamaan","https://pusdiklattekniskemenag.e-journal.id/andragogi","S4 Accredited"
"Jurnal Bioterdidik: Wahana Ekspresi Ilmiah","http://jurnal.fkip.unila.ac.id/index.php/JBT/index","S4 Accredited"
"Jurnal Al-Taujih : Bingkai Bimbingan dan Konseling Islami","https://ejournal.uinib.ac.id/jurnal/index.php/attaujih","S4 Accredited"
"Dharmakarya","http://jurnal.unpad.ac.id/dharmakarya/index","S4 Accredited"
"Jambura Nursing Journal","http://ejurnal.ung.ac.id/index.php/jnj","S4 Accredited"
"Jurnal Algoritma","http://jurnal.sttgarut.ac.id/index.php/algoritma","S4 Accredited"
"Autentik : Jurnal Pengembangan Pendidikan Dasar","https://autentik.stkippgrisumenep.ac.id/index.php/autentik","S4 Accredited"
"Jurnal KomtekInfo","http://lppm.upiyptk.ac.id/ojsupi/index.php/KOMTEKINFO","S4 Accredited"
"Productum Jurnal Desain Produk (Pengetahuan dan Perancangan Produk)","http://journal.isi.ac.id/index.php/PRO","S4 Accredited"
"Journal of English Language and Culture","https://journal.ubm.ac.id/index.php/english-language-culture","S4 Accredited"
"Journal of Islamic Economics Perspectives","http://jurnalfebi.iain-jember.ac.id/index.php/JIEP","S4 Accredited"
