journal_no,journal_id,journal_name,journal_accreditation,journal_url
4334,/journals/detail/?id=5749,Jurnal Elementary : Kajian Teori dan Hasil Penelitian Pendidikan Sekolah Dasar,S5,http://journal.ummat.ac.id/index.php/elementary
4335,/journals/detail/?id=5298,ALUR : Jurnal Arsitektur,S5,http://ejournal.ust.ac.id/index.php/ALUR
4336,/journals/detail/?id=6243,"Historis : Jurnal Kajian, Penelitian dan Pengembangan Pendidikan Sejarah",S5,http://ejournal.ust.ac.id/index.php/ALUR
4337,/journals/detail/?id=5727,Medical and Health Science Journal,S5,http://journal.unusa.ac.id/index.php/mhsj
4338,/journals/detail/?id=6224,SCIENCE TECH: Jurnal Ilmiah Ilmu Pengetahuan dan Teknologi,S5,http://jurnal.ustjogja.ac.id/index.php/sciencetech
4339,/journals/detail/?id=6665,Jurnal Doppler,S5,https://journal.universitaspahlawan.ac.id/index.php/doppler/index
4340,/journals/detail/?id=4455,Jurnal Pendidikan dan Pemberdayaan Masyarakat (JPPM),S5,https://ejournal.unsri.ac.id/index.php/jppm
4341,/journals/detail/?id=6282,Jurnal Tata Kelola dan Kerangka Kerja Teknologi Informasi,S5,https://ojs.unikom.ac.id/index.php/jtk3ti/index
4342,/journals/detail/?id=6429,Jurnal Rekayasa Konstruksi Mekanika Sipil (JRKMS),S5,http://ejournal.ust.ac.id/index.php/JRKMS
4343,/journals/detail/?id=4322,Rihlah Jurnal Sejarah dan Kebudayaan,S5,http://journal.uin-alauddin.ac.id/index.php/rihlah
4344,/journals/detail/?id=6051,JURNAL EDUKASI ELEKTRO,S5,https://journal.uny.ac.id/index.php/jee/index
4345,/journals/detail/?id=4305,Jurnal Eksistensi Pendidikan Luar Sekolah (E-Plus),S5,http://jurnal.untirta.ac.id/index.php/E-Plus
4346,/journals/detail/?id=6123,Jurnal Medikes (Media Informasi Kesehatan),S5,http://jurnal.poltekkesbanten.ac.id/Medikes
4347,/journals/detail/?id=6709,Community Development Journal,S5,http://journal2.unusa.ac.id/index.php/CDJ
4348,/journals/detail/?id=6679,Politea : Jurnal Politik Islam,S5,https://journal.uinmataram.ac.id/index.php/politea
4349,/journals/detail/?id=4452,Jurnal Produktivitas : Jurnal Fakultas Ekonomi Universitas Muhammadiyah Pontianak,S5,http://openjurnal.unmuhpnk.ac.id/index.php/jp
4350,/journals/detail/?id=5872,Jurnal Pendidikan,S5,https://unimuda.e-journal.id/jurnalpendidikan
4351,/journals/detail/?id=3787,Jurnal Dinamika Ekonomi dan Bisnis,S5,https://ejournal.unisnu.ac.id/JDEB/index
4352,/journals/detail/?id=4975,Al-Amwal : Journal of Islamic Economic Law,S5,http://ejournal.iainpalopo.ac.id/index.php/alamwal
4353,/journals/detail/?id=6295,Akuntabilitas: Jurnal Ilmiah Ilmu-Ilmu Ekonomi,S5,https://ejournal.unisbablitar.ac.id/index.php/akuntabilitas
4354,/journals/detail/?id=5077,Schemata : Jurnal Pasca Sarjana IAIN Mataram,S5,https://journal.uinmataram.ac.id/index.php/schemata
4355,/journals/detail/?id=2680,As-Syifaa : Jurnal Farmasi,S5,http://jurnal.farmasi.umi.ac.id/index.php/as-syifaa/index
4356,/journals/detail/?id=6216,JIAI (Jurnal Ilmiah Akuntansi Indonesia),S5,http://jurnal.unmuhjember.ac.id/index.php/JIAI
4357,/journals/detail/?id=6034,Jurnal Teknik Sipil ITP,S5,https://ejournal.itp.ac.id/index.php/tsipil
4358,/journals/detail/?id=5690,Momentum : Jurnal Sosial dan Keagamaan,S5,https://ejournal.stib.ac.id/index.php/mmt/index
4359,/journals/detail/?id=3703,Jurnal Formil (Forum Ilmiah) KESMAS RESPATI,S5,http://formilkesmas.respati.ac.id/index.php/formil
4360,/journals/detail/?id=5505,Wirara Medika: Jurnal Kesehatan,S5,https://www.ejournalwiraraja.com/index.php/FIK/
4361,/journals/detail/?id=6658,Al-Idaroh : Jurnal Studi Manajemen Pendidikan Islam,S5,http://jurnal.stituwjombang.ac.id/index.php/al-idaroh
4362,/journals/detail/?id=4640,JPEK (Jurnal Pendidikan Ekonomi dan Kewirausahaan),S5,http://jurnal.stituwjombang.ac.id/index.php/al-idaroh
4363,/journals/detail/?id=6068,Jurnal Teknik Sipil : Rancang Bangun,S5,http://ejournal.um-sorong.ac.id/index.php/rancangbangun
4364,/journals/detail/?id=5734,"Sasando : Jurnal Bahasa, Sastra Indonesia, dan Pengajarannya",S5,http://sasando.upstegal.ac.id/index.php/sasando
4365,/journals/detail/?id=5302,Abdi Moestopo : Jurnal Pengabdian pada Masyarakat,S5,http://journal.moestopo.ac.id/index.php/abdimoestopo/
4366,/journals/detail/?id=5852,Jurnal Komputer dan Informatika,S5,http://ejurnal.undana.ac.id/index.php/jiconhttps://scholar.google.co.id/citations?user=VmT8P7Y
4367,/journals/detail/?id=5194,Vokasi: Jurnal Riset Akuntansi,S5,https://ejournal.undiksha.ac.id/index.php/JJAKUN
4368,/journals/detail/?id=3531,JAE (Jurnal Akuntansi dan Ekonomi),S5,http://ojs.unpkediri.ac.id/index.php/akuntansi
4369,/journals/detail/?id=5891,Miyah : Jurnal Studi Islam,S5,http://ejournal.inkafa.ac.id/index.php/miyah
4370,/journals/detail/?id=6579,Instructional Development Journal,S5,http://ejournal.uin-suska.ac.id/index.php/IDJ/index
4371,/journals/detail/?id=5596,Jurnal Ilmiah Dikdaya,S5,http://dikdaya.unbari.ac.id/index.php/dikdaya/index
4372,/journals/detail/?id=1530,Jurnal Ilmiah Mahasiswa Agroinfo Galuh,S5,http://dikdaya.unbari.ac.id/index.php/dikdaya/index
4373,/journals/detail/?id=6276,AL IQTISHADIYAH JURNAL EKONOMI SYARIAH DAN HUKUM EKONOMI SYARIAH,S5,https://ojs.uniska-bjm.ac.id/index.php/IQT/index
4374,/journals/detail/?id=6134,PSIKOVIDYA,S5,http://psikovidya.wisnuwardhana.ac.id/index.php/psikovidya
4375,/journals/detail/?id=3585,Kinesik,S5,http://jurnal.untad.ac.id/jurnal/index.php/Kinesik
4376,/journals/detail/?id=4574,Admisi dan Bisnis,S5,https://jurnal.polines.ac.id/index.php/admisi
4377,/journals/detail/?id=4943,Jurnal Teknik Informatika Unika Santo Thomas (JTIUST),S5,http://ejournal.ust.ac.id/index.php/JTIUST
4378,/journals/detail/?id=6106,Jurnal Ilmiah Wahana Pendidikan,S5,http://jurnal.unibrah.ac.id/index.php/JIWP
4379,/journals/detail/?id=5821,Jurnal ELTEK,S5,http://eltek.polinema.ac.id/index.php/eltek
4380,/journals/detail/?id=3589,Edulingua : Jurnal Linguistiks Terapan dan Pendidikan Bahasa Inggris,S5,https://ejournal.unisnu.ac.id/JE/index
4381,/journals/detail/?id=5575,Jurnal Riset Akuntansi dan Auditing Goodwill,S5,https://ejournal.unsrat.ac.id/index.php/goodwill
4382,/journals/detail/?id=6044,Jurnal Kejaora (Kesehatan Jasmani dan Olah Raga),S5,http://ejournal.unibabwi.ac.id/index.php/kejaora
4383,/journals/detail/?id=6692,Al-Mabsut,S5,https://ejournal.iaingawi.ac.id/index.php/almabsut
4384,/journals/detail/?id=5424,Al-Bahtsu: Jurnal Penelitian Pendidikan Islam,S5,https://ejournal.iainbengkulu.ac.id/index.php/albahtsu
4385,/journals/detail/?id=6205,Linguistik : Jurnal Bahasa dan Sastra,S5,http://jurnal.um-tapsel.ac.id/index.php/Linguistik
4386,/journals/detail/?id=6691,Jurnal STEI Ekonomi,S5,https://ejournal.stei.ac.id/index.php/JEMI/issue
4387,/journals/detail/?id=4878,Jurnal Studi Diplomasi dan Keamanan,S5,http://jurnal.upnyk.ac.id/index.php/jsdk
4388,/journals/detail/?id=6641,ESTETIK : Jurnal Bahasa Indonesia,S5,http://journal.iaincurup.ac.id/index.php/estetik/
4389,/journals/detail/?id=5865,Jurnal Tekno,S5,http://journal.binadarma.ac.id/index.php/jurnaltekno
4390,/journals/detail/?id=4170,Jurnal Progress : Wahana Kreativitas dan Intelektualitas,S5,https://publikasiilmiah.unwahas.ac.id/index.php/PROGRESS
4391,/journals/detail/?id=5776,Politea : Jurnal Pemikiran Politik Islam,S5,http://journal.stainkudus.ac.id/index.php/politea
4392,/journals/detail/?id=4849,Jurnal Ekonomi dan Manajemen,S5,http://journals.umkt.ac.id/index.php/JEM
4393,/journals/detail/?id=6303,Jurnal Kesehatan Medika Udayana,S5,http://ejurnal.akperkesdamudayana.ac.id/index.php/jmu
4394,/journals/detail/?id=572,Karya Ilmiah Mahasiswa Teknik Elektro,S5,http://www.jurnal.unsyiah.ac.id/kitektro
4395,/journals/detail/?id=6257,Jurnal Teknik,S5,https://journal.unilak.ac.id/index.php/teknik
4396,/journals/detail/?id=5766,TESLA: Jurnal Teknik Elektro,S5,http://journal.untar.ac.id/index.php/tesla/index
4397,/journals/detail/?id=4162,Jurnal Matematika,S5,https://ojs.unud.ac.id/index.php/jmat
4398,/journals/detail/?id=4941,"Kurs : Jurnal Akuntansi, Kewirausahaan dan Bisnis",S5,http://www.ejournal.pelitaindonesia.ac.id/ojs32/index.php/KURS
4399,/journals/detail/?id=4744,Jurnal Pengabdian Kepada Masyarakat Membangun Negeri,S5,http://www.jurnal-umbuton.ac.id/index.php/ppm
4400,/journals/detail/?id=5300,Al Khidmat : Jurnal Ilmiah Pengabdian Kepada Masyarakat,S5,http://journal.uinsgd.ac.id/index.php/al-khidmat/index
4401,/journals/detail/?id=566,JURNAL PEMERINTAHAN DAN POLITIK,S5,http://ejournal.uigm.ac.id/index.php/EGMK/index
4402,/journals/detail/?id=4154,Jurnal Ilmiah Ilmu Terapan Universitas Jambi,S5,https://online-journal.unja.ac.id/JIITUJ
4403,/journals/detail/?id=6352,TRANSBORDERS: International Relations Journal,S5,https://journal.unpas.ac.id/index.php/transborders/
4404,/journals/detail/?id=4353,Jurnal Fisioterapi dan Rehabilitasi,S5,http://jurnal.akfis-whs.ac.id/index.php/akfis
4405,/journals/detail/?id=6329,Jurnal Ilmiah Kesehatan,S5,http://journal.thamrin.ac.id/index.php/jikmht
4406,/journals/detail/?id=6176,Journal of Healthcare Technology and Medicine,S5,http://www.jurnal.uui.ac.id/index.php/JHTM/index
4407,/journals/detail/?id=5688,Akademika,S5,http://journal.umgo.ac.id/index.php/akademika
4408,/journals/detail/?id=4972,JIA (Jurnal Ilmiah Agribisnis) : Jurnal Agribisnis dan Ilmu Sosial Ekonomi Pertanian,S5,http://ojs.uho.ac.id/index.php/JIA
4409,/journals/detail/?id=5075,Rekayasa Sipil,S5,http://publikasi.mercubuana.ac.id/index.php/jrs
4410,/journals/detail/?id=4969,Journal Of Health Science (Jurnal Ilmu Kesehatan),S5,https://ejournalwiraraja.com/index.php/JIK/Online
4411,/journals/detail/?id=6566,Jurnal Forum Mekanika,S5,https://stt-pln.e-journal.id/forummekanika
4412,/journals/detail/?id=5583,Aqlania: Jurnal Filsafat dan Teologi Islam,S5,http://jurnal.uinbanten.ac.id/index.php/aqlania
4413,/journals/detail/?id=4833,Managament Insight: Jurnal Ilmiah Manajemen,S5,https://ejournal.unib.ac.id/index.php/insight/index
4414,/journals/detail/?id=6716,Jurnal Mekanova,S5,http://jurnal.utu.ac.id/jmekanova/issue/archive
4415,/journals/detail/?id=5953,"Jurnal Edukasi (Ekonomi, Pendidikan dan Akuntansi)",S5,https://jurnal.unigal.ac.id/index.php/edukasi
4416,/journals/detail/?id=4824,Al-Mishbah: Jurnal Ilmu Dakwah dan Komunikasi,S5,https://almishbahjurnal.com/index.php/al-mishbah
4417,/journals/detail/?id=5393,Kulturistik: Jurnal Bahasa dan Budaya,S5,http://ejournal.warmadewa.ac.id/index.php/kulturistik
4418,/journals/detail/?id=5735,"Best Journal (Biology Education, Sains and Technology)",S5,https://jurnal.uisu.ac.id/index.php/best
4419,/journals/detail/?id=6473,Rayah Al-Islam,S5,http://ejournal.arraayah.ac.id/index.php/rais
4420,/journals/detail/?id=4168,Jurnal Pro Hukum : Jurnal Penelitian Bidang Hukum Universitas Gresik,S5,http://journal.unigres.ac.id/index.php/JurnalProHukum
4421,/journals/detail/?id=4138,Diwan : Jurnal Bahasa dan Sastra Arab,S5,http://journal.uin-alauddin.ac.id/index.php/diwan
4422,/journals/detail/?id=3194,NUSANTARA: Jurnal Ilmu Pengetahuan Sosial,S5,http://jurnal.um-tapsel.ac.id/index.php/nusantara
4423,/journals/detail/?id=1602,Jurnal Spektran,S5,https://ojs.unud.ac.id/index.php/jsn/index
4424,/journals/detail/?id=6655,Humanika : Kajian Ilmiah Mata Kuliah Umum,S5,http://journal.uny.ac.id/index.php/humanika/
4425,/journals/detail/?id=6602,COPING (Community of Publishing in Nursing),S5,https://ojs.unud.ac.id/index.php/coping
4426,/journals/detail/?id=494,Jurnal Dunia Kesmas,S5,http://ejurnal.malahayati.ac.id/index.php?journal=jurdk&page=index
4427,/journals/detail/?id=5714,Diklus: Jurnal Pendidikan Luar Sekolah,S5,https://journal.uny.ac.id/index.php/jurnaldiklus
4428,/journals/detail/?id=6869,Akademika: Jurnal Keagamaan dan Pendidikan,S5,http://ejournal.kampusmelayu.ac.id/index.php/akademika
4429,/journals/detail/?id=5443,"Ekonomi dan Bisnis: Berkala Publikasi Gagasan Konseptual, Hasil Penelitian, Kajian, dan Terapan Teori",S5,http://journal.ubaya.ac.id/index.php/jeb
4430,/journals/detail/?id=6077,Qiyas : Jurnal Hukum Islam dan Peradilan,S5,https://ejournal.iainbengkulu.ac.id/index.php/QIYAS
4431,/journals/detail/?id=6254,JURNAL TEKNIK SIPIL DAN TEKNOLOGI KONSTRUKSI,S5,http://jurnal.utu.ac.id/jtsipil
4432,/journals/detail/?id=5117,Berkala Penelitian Agronomi (Journal of Agronomi Research),S5,http://ojs.uho.ac.id/index.php/agronomi
4433,/journals/detail/?id=596,"Rainbow : Journal of Literature, Linguistics and Culture Studies",S5,http://journal.unnes.ac.id/sju/index.php/rainbow
4434,/journals/detail/?id=3680,Jurnal Ilmiah Wahana Bhakti Praja,S5,http://ejournal.ipdn.ac.id/index.php/JIWBP
4435,/journals/detail/?id=4437,Linguistics and ELT Journal,S5,http://journal.ummat.ac.id/index.php/JELTL
4436,/journals/detail/?id=6275,Jurnal Teknologi,S5,https://ejournal.akprind.ac.id/index.php/jurtek
4437,/journals/detail/?id=4135,Biocelebes,S5,https://bestjournal.untad.ac.id/index.php/Biocelebes
4438,/journals/detail/?id=6334,Elektrika,S5,http://journals.usm.ac.id/index.php/elektrika
4439,/journals/detail/?id=6523,Teknika,S5,http://journals.usm.ac.id/index.php/teknika/
4440,/journals/detail/?id=4787,Jurnal Kesehatan Terpadu (Integrated Health Journal),S5,https://www.jurnalpoltekkesmaluku.com/index.php/JKT/index
4441,/journals/detail/?id=5707,Jurnal Restorative Justice,S5,http://ejournal.unmus.ac.id/index.php/hukum
4442,/journals/detail/?id=3844,Reka Buana : Jumal Ilmiah Teknik Sipil dan Teknik Kimia,S5,https://jurnal.unitri.ac.id/index.php/rekabuana
4443,/journals/detail/?id=5436,Human Care Journal,S5,https://ojs.fdk.ac.id/index.php/humancare
4444,/journals/detail/?id=6592,JURNAL GIZI DAN KESEHATAN,S5,http://jurnalgizi.unw.ac.id/index.php/JGK
4445,/journals/detail/?id=6230,Humanitatis: Journal of Language and Literature,S5,https://journal.universitasbumigora.ac.id/index.php/humanitatis
4446,/journals/detail/?id=5646,Jurnal Kesehatan Saelmakers PERDANA (JKSP),S5,http://ojs.ukmc.ac.id/index.php/JOH
4447,/journals/detail/?id=5683,JMB : Jurnal Manajemen dan Bisnis ,S5,http://jurnal.umt.ac.id/index.php/JMB
4448,/journals/detail/?id=5367,Primanomics : Jurnal Ekonomi dan Bisnis,S5,https://jurnal.ubd.ac.id/index.php/PE
4449,/journals/detail/?id=5913,"Jurnal Ilmiah PANNMED (Pharmacist, Analyst, Nurse, Nutrition, Midwivery, Environment, Dentist)",S5,http://ejournal.poltekkes-medan.ac.id/pannmed
4450,/journals/detail/?id=4911,Medialog: Jurnal Ilmu Komunikasi,S5,https://www.jurnal-umbuton.ac.id/index.php/Medialog
4451,/journals/detail/?id=4747,Math Educa Journal,S5,https://ejournal.uinib.ac.id/jurnal/index.php/matheduca
4452,/journals/detail/?id=3167,"Al Qodiri: Jurnal Pendidikan, Sosial dan Keagamaan",S5,http://ejournal.kopertais4.or.id/tapalkuda/index.php/qodiri/index
4453,/journals/detail/?id=5451,Majalah Farmasetika,S5,http://jurnal.unpad.ac.id/farmasetika
4454,/journals/detail/?id=6719,Jurnal Middle East and Islamic Studies (MEIS),S5,http://meis.ui.ac.id/index.php/meis/index
4455,/journals/detail/?id=397,Innovatio,S5,http://e-journal.iainjambi.ac.id
4456,/journals/detail/?id=4471,Bhineka Tunggal Ika : Kajian Teori dan Praktik Pendidikan PKn,S5,https://ejournal.unsri.ac.id/index.php/jbti
4457,/journals/detail/?id=4973,Invensi: Jurnal Penciptaan dan Pengkajian Seni,S5,http://journal.isi.ac.id/index.php/invensi
4458,/journals/detail/?id=6457,eJurnal IMEDTECH,S5,http://ejournal.citrabakti.ac.id/index.php/imedtech
4459,/journals/detail/?id=3571,English Education : Journal of English Teaching and Research,S5,http://ojs.unpkediri.ac.id/index.php/inggris
4460,/journals/detail/?id=5503,Jurnal Supremasi,S5,https://ejournal.unisbablitar.ac.id/index.php/supremasi
4461,/journals/detail/?id=5387,Judika (Jurnal Nusantara Medika),S5,http://ojs.unpkediri.ac.id/index.php/akper
4462,/journals/detail/?id=4812,Hang Tuah Medical Journal,S5,http://journal-medical.hangtuah.ac.id/index.php/jurnal1
4463,/journals/detail/?id=5399,Education Journal : Journal Educational Research and Development,S5,https://jurnal.ikipjember.ac.id/index.php/ej
4464,/journals/detail/?id=6889,Pioneer: Journal of Language and Literature,S5,https://unars.ac.id/ojs/index.php/pioneer
4465,/journals/detail/?id=5318,Journal of Islamic Medicine,S5,http://ejournal.uin-malang.ac.id/index.php/jim
4466,/journals/detail/?id=6339,Didaktik : Jurnal Ilmiah PGSD STKIP Subang,S5,http://jurnalstkipsubang.ac.id/
4467,/journals/detail/?id=6407,Petitum,S5,https://uit.e-journal.id/JPetitum
4468,/journals/detail/?id=6091,As-Siyasah : Jurnal Ilmu Sosial dan Ilmu Politik,S5,https://ojs.uniska-bjm.ac.id/index.php/Asy
4469,/journals/detail/?id=6447,Al-Iktisab: Journal of Islamic Economic Law,S5,http://ejournal.unida.gontor.ac.id/index.php/aliktisab
4470,/journals/detail/?id=6380,Efficient : Indonesian Journal of Development Economics,S5,http://journal.unnes.ac.id/sju/index.php/efficient/index
4471,/journals/detail/?id=4183,PIONIR: Jurnal Pendidikan,S5,https://jurnal.ar-raniry.ac.id/index.php/Pionir
4472,/journals/detail/?id=5392,PubBis : Jurnal Pemikiran dan Penelitian Administrasi Publik dan Administrasi Bisnis,S5,http://jurnal.stiatabalong.ac.id/index.php/PubBis
4473,/journals/detail/?id=6867,Abdi Dosen : Jurnal Pengabdian Pada Masyarakat,S5,http://pkm.uika-bogor.ac.id/index.php/ABDIDOS
4474,/journals/detail/?id=5314,JURNAL ILMIAH MANAJEMEN EMOR (Ekonomi Manajemen Orientasi Riset),S5,http://lonsuit.unismuhluwuk.ac.id/index.php/emor
4475,/journals/detail/?id=5759,MONSU'ANI TANO Jurnal Pengabdian Masyarakat,S5,http://lonsuit.unismuhluwuk.ac.id/index.php/monsuan
4476,/journals/detail/?id=444,khatulistiwa,S5,http://jurnaliainpontianak.or.id/index.php/khatulistiwa/index
4477,/journals/detail/?id=6872,BAJ (Behavioral Accounting Journal),S5,http://baj.upnjatim.ac.id/index.php/baj/index
4478,/journals/detail/?id=5073,Jutisi : Jurnal Ilmiah Teknik Informatika dan Sistem Informasi,S5,http://ojs.stmik-banjarbaru.ac.id/index.php/jutisi
4479,/journals/detail/?id=5729,Rekayasa Hijau : Jurnal Teknologi Ramah Lingkungan,S5,https://ejurnal.itenas.ac.id/index.php/rekayasahijau
4480,/journals/detail/?id=6892,Studi Budaya Nusantara,S5,https://jsbn.ub.ac.id/index.php/sbn/index
4481,/journals/detail/?id=3726,Jurnal Penelitian Kesehatan,S5,http://journal.poltekkesdepkes-sby.ac.id/index.php/JPK
4482,/journals/detail/?id=2987,Jurnal Pustaka Budaya,S5,https://ejurnal.unilak.ac.id/index.php/pb/
4483,/journals/detail/?id=4558,Explore,S5,https://utmmataram.ac.id/ojs/index.php/explore/issue/archive
4484,/journals/detail/?id=5177,Jurnal Manajemen Bisnis dan Kewirausahaan,S5,http://journal.untar.ac.id/index.php/jmbk
4485,/journals/detail/?id=6585,JURNAL MUTIARA AKUNTANSI,S5,http://e-journal.sari-mutiara.ac.id/index.php/JMA/index
4486,/journals/detail/?id=5593,Studi Arab,S5,https://jurnal.yudharta.ac.id/v2/index.php/studi-arab
4487,/journals/detail/?id=3269,RISTEKDIK : Jurnal Bimbingan dan Konseling,S5,http://jurnal.um-tapsel.ac.id/index.php/Ristekdik
4488,/journals/detail/?id=5830,El-Tsaqafah: Jurnal Jurusan PBA,S5,https://journal.uinmataram.ac.id/index.php/eltsaqafah/index
4489,/journals/detail/?id=4750,Wajah Hukum,S5,http://wajahhukum.unbari.ac.id/index.php/wjhkm
4490,/journals/detail/?id=6485,Jurnal Educatio FKIP UNMA,S5,http://ejournal.unma.ac.id/index.php/educatio/
4491,/journals/detail/?id=6193,Jurnal AGROHITA: Jurnal Agroteknologi Fakultas Pertanian Universitas Muhammadiyah Tapanuli Selatan,S5,http://jurnal.um-tapsel.ac.id/index.php/agrohita
4492,/journals/detail/?id=4790,Media Keperawatan: Politeknik Kesehatan Makassar,S5,http://journal.poltekkes-mks.ac.id/ojs2/index.php/mediakeperawatan
4493,/journals/detail/?id=5357,Eksergi : Jurnal Teknik Energi,S5,https://jurnal.polines.ac.id/index.php/eksergi/index
4494,/journals/detail/?id=5191,Jurnal Akuntansi Profesi,S5,https://ejournal.undiksha.ac.id/index.php/JAP
4495,/journals/detail/?id=6430,Paradigma POLISTAAT: Jurnal Ilmu Sosial dan Ilmu Politik,S5,http://journal.unpas.ac.id/index.php/paradigmapolistaat
4496,/journals/detail/?id=5297,Caruban: Jurnal Ilmiah Ilmu Pendidikan Dasar,S5,http://jurnal.ugj.ac.id/index.php/Caruban
4497,/journals/detail/?id=6255,Jurnal Kedokteran: Media Informasi Ilmu Kedokteran dan Kesehatan,S5,http://e-journal.unizar.ac.id/index.php/kedokteran
4498,/journals/detail/?id=6705,"Psikodidaktika: Jurnal Ilmu Pendidikan, Psikologi, Bimbingan dan Konseling",S5,https://journals.unihaz.ac.id/index.php/psikodidaktika/index
4499,/journals/detail/?id=5719,CAM Journal (Change Agent For Management Journal),S5,http://jurnal.stiemtanjungredeb.ac.id/index.php/camjournal
4500,/journals/detail/?id=6456,JISIP: Jurnal Ilmu Sosial dan Pendidikan,S5,http://ejournal.mandalanursa.org/index.php/JISIP/index
4501,/journals/detail/?id=3771,El-Idare: Jurnal Manajemen Pendidikan Islam,S5,http://jurnal.radenfatah.ac.id/index.php/El-idare
4502,/journals/detail/?id=5662,JUSTITIA : Jurnal Ilmu Hukum dan Humaniora,S5,http://jurnal.um-tapsel.ac.id/index.php/Justitia
4503,/journals/detail/?id=4939,Media Ilmiah Teknik Lingkungan (MITL),S5,http://journal.umpalangkaraya.ac.id/index.php/mitl
4504,/journals/detail/?id=6544,Jurnal Kesehatan Madani Medika,S5,https://www.jurnalmadanimedika.ac.id/index.php/JMM
4505,/journals/detail/?id=5558,SASTRANESIA: Jurnal Program Studi Pendidikan Bahasa dan Sastra Indonesia,S5,https://ejournal.stkipjb.ac.id/index.php/sastra
4506,/journals/detail/?id=6504,MetaKom : Jurnal Kajian Komunikasi,S5,http://komunikasi.fisip.unila.ac.id/jurnal/index.php/metakom
